stock_code,description,revenue,quantity_sold,order_frequency,return_quantity,return_rate,country
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,70.27,79,11,0,0.0,United Kingdom
90051,CRACKED GLAZE NECKLACE RED,70.16,10,7,0,0.0,United Kingdom
16161G,WRAP BAD HAIR DAY,70.0,700,22,0,0.0,United Kingdom
16020C,CLEAR STATIONERY BOX SET,69.9,84,19,7,0.0833,United Kingdom
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,69.85,77,7,0,0.0,United Kingdom
46126A,ELVIS WALLHANGING / CURTAIN,69.84,52,9,23,0.4423,United Kingdom
90199A,5 STRAND GLASS NECKLACE BLACK,69.63,11,6,0,0.0,United Kingdom
84549,CROCHET WHITE RABBIT KEYRING,69.38,38,7,0,0.0,United Kingdom
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,24,0,0.0,United Kingdom
90019C,SILVER BLACK ORBIT BRACELET,68.73,13,11,0,0.0,United Kingdom
85188B,PINK METAL SWINGING BUNNY,68.7,78,11,70,0.8974,United Kingdom
90151,SILVER/NATURAL SHELL NECKLACE,68.0,8,4,0,0.0,United Kingdom
90194,SILVER LARIAT BLACK STONE EARRINGS,67.87,16,10,0,0.0,United Kingdom
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,67.83,11,7,0,0.0,United Kingdom
90155,RESIN NECKLACE W PASTEL BEADS,67.62,9,7,0,0.0,United Kingdom
84874B,BLUE TRAVEL FIRST AID KIT,67.51,41,15,3,0.0732,United Kingdom
85049B,LUSH GREENS RIBBONS,67.5,59,16,0,0.0,United Kingdom
82011A,"BATHROOM SCALES, TROPICAL BEACH",67.5,18,12,0,0.0,United Kingdom
35916A,YELLOW FELT HANGING HEART W FLOWER,67.39,87,30,21,0.2414,United Kingdom
90144,SILVER DROP EARRINGS WITH FLOWER,67.36,18,14,0,0.0,United Kingdom
90024B,NEW BAROQUE B'FLY NECKLACE RED,67.28,8,7,2,0.25,United Kingdom
90040B,MURANO STYLE GLASS BRACELET BLACK,66.7,18,11,0,0.0,United Kingdom
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,203,8,0,0.0,United Kingdom
84686,BEACH HUT MIRROR,66.39,83,10,0,0.0,United Kingdom
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,66.36,81,8,18,0.2222,United Kingdom
37444A,YELLOW BREAKFAST CUP AND SAUCER,66.35,59,21,0,0.0,United Kingdom
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,66.32,8,5,0,0.0,United Kingdom
20663,QUEEN OF THE SKIES HOLIDAY PURSE,66.26,25,20,0,0.0,United Kingdom
85008,SET OF 3 CONEY ISLAND OVAL BOXES,66.12,14,11,17,1.2143,United Kingdom
20835,FRENCH LATTICE CUSHION COVER,65.8,67,8,0,0.0,United Kingdom
90214L,"LETTER ""L"" BLING KEY RING",65.04,94,37,0,0.0,United Kingdom
84247N,PACK/12 BLUE FOLKART CARDS,64.9,22,18,0,0.0,United Kingdom
84247K,"FOLK ART GREETING CARD,pack/12",64.9,69,11,11,0.1594,United Kingdom
84859B,BLUE DISCO HANDBAG,64.81,31,11,0,0.0,United Kingdom
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,64.58,22,15,0,0.0,United Kingdom
90202D,PINK ENAMEL FLOWER HAIR TIE,64.46,22,12,6,0.2727,United Kingdom
90202A,PURPLE ENAMEL FLOWER HAIR TIE,64.28,22,16,6,0.2727,United Kingdom
21031,SPACE CADET BLACK,64.24,52,19,0,0.0,United Kingdom
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",64.08,8,5,0,0.0,United Kingdom
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,64.04,7,7,0,0.0,United Kingdom
21692,SILVER LATTICE VANILLA CANDLE POT,63.75,17,9,76,4.4706,United Kingdom
84875D,BLUE SQUARE COMPACT MIRROR,63.75,56,9,0,0.0,United Kingdom
84673A,PINK FLY SWAT,63.72,92,43,0,0.0,United Kingdom
72133,COLUMBIAN CANDLE RECTANGLE,63.51,45,16,0,0.0,United Kingdom
90196B,BLACK GEMSTONE NECKLACE 45CM,63.48,5,5,0,0.0,United Kingdom
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28,202,8,63,0.3119,United Kingdom
62094B,TURQ ICE CREAM BUM BAG,63.21,19,9,92,4.8421,United Kingdom
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,63.11,12,10,0,0.0,United Kingdom
S,SAMPLES,63.05,2,19,60,30.0,United Kingdom
22145,CHRISTMAS CRAFT HEART STOCKING,63.0,61,3,0,0.0,United Kingdom
84452,METAL RABBIT LADDER EASTER,62.9,139,18,4,0.0288,United Kingdom
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET,62.64,44,10,0,0.0,United Kingdom
40046A,RED DAISY PAPER LAMPSHADE,62.5,70,7,0,0.0,United Kingdom
84760S,SMALL HANGING GLASS+ZINC LANTERN,62.35,45,9,0,0.0,United Kingdom
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,62.27,15,12,0,0.0,United Kingdom
85160B,BLACK BIRD GARDEN DESIGN MUG,62.24,106,17,2,0.0189,United Kingdom
84247L,FAWN AND MUSHROOM GREETING CARD,62.06,136,20,0,0.0,United Kingdom
20848,ZINC HEART LATTICE CHARGER SMALL,61.95,21,8,0,0.0,United Kingdom
90210B,CLEAR ACRYLIC FACETED BANGLE,61.56,41,7,0,0.0,United Kingdom
90087,CRYSTAL SEA HORSE PHONE CHARM,61.46,107,25,0,0.0,United Kingdom
16151A,FLOWERS HANDBAG blue and orange,61.25,49,4,2,0.0408,United Kingdom
90183B,AMETHYST DROP EARRINGS W LONG BEADS,61.08,21,17,0,0.0,United Kingdom
71495B,CD WALL TIDY RED FLOWERS,61.05,163,8,0,0.0,United Kingdom
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,60.84,55,6,36,0.6545,United Kingdom
90214K,"LETTER ""K"" BLING KEY RING",60.7,78,38,0,0.0,United Kingdom
84984D,ORIENTAL RED CUSHION COVER,60.45,13,4,0,0.0,United Kingdom
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,60.0,32,5,96,3.0,United Kingdom
90031,BILI NUT AND WOOD NECKLACE,59.89,50,7,0,0.0,United Kingdom
90206A,GOLD DIAMANTE STAR BROOCH,59.8,12,9,0,0.0,United Kingdom
23629,SET 10 CARDS DRESSING UP 17077,59.76,24,10,0,0.0,United Kingdom
84985A,SET OF 72 GREEN PAPER DOILIES,59.45,41,19,5,0.122,United Kingdom
21910,WAY OUT METAL SIGN,59.4,36,9,1,0.0278,United Kingdom
79071B,ENGLISH ROSE METAL WASTE BIN,59.0,20,12,4,0.2,United Kingdom
90202C,GREEN ENAMEL FLOWER HAIR TIE,58.71,20,15,6,0.3,United Kingdom
20760,GARDEN PATH POCKET BOOK,58.65,100,22,0,0.0,United Kingdom
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,58.65,23,5,12,0.5217,United Kingdom
72134,COLUMBIAN  CUBE CANDLE,58.62,105,11,0,0.0,United Kingdom
90190C,SILVER/AMETHYST DROP EARRINGS LEAF,58.43,20,19,0,0.0,United Kingdom
84877A,PINK ROUND COMPACT MIRROR,58.16,40,5,21,0.525,United Kingdom
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,58.03,9,6,19,2.1111,United Kingdom
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,58.03,7,2,0,0.0,United Kingdom
71406C,BLACK ORANGE SQUEEZER,57.96,138,21,0,0.0,United Kingdom
90210A,GREY ACRYLIC FACETED BANGLE,57.55,34,10,0,0.0,United Kingdom
84597C,RETRO PINK BALL ASHTRAY,57.5,46,15,18,0.3913,United Kingdom
84466,TOP SECRET PEN SET,57.5,46,11,1,0.0217,United Kingdom
72801G,4 BURGUNDY WINE DINNER CANDLES,57.46,92,14,0,0.0,United Kingdom
85006,SET 4 NURSERY DES ROUND BOXES,57.25,55,10,21,0.3818,United Kingdom
90214J,"LETTER ""J"" BLING KEY RING",57.21,71,41,0,0.0,United Kingdom
21460,GREEN EASTER EGG HUNT START POST,56.78,28,11,0,0.0,United Kingdom
90199B,5 STRAND GLASS NECKLACE AMETHYST,56.59,9,8,0,0.0,United Kingdom
44236,PINK/PURPLE CIRCLE CURTAIN,56.52,52,8,12,0.2308,United Kingdom
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,56.31,15,11,4,0.2667,United Kingdom
47341B,BLUE TABLE RUN FLOWER,56.25,45,11,0,0.0,United Kingdom
90038A,GLASS AND PAINTED BEADS BRACELET TO,56.15,15,10,0,0.0,United Kingdom
90050,CRACKED GLAZE NECKLACE IVORY,55.72,8,5,2,0.25,United Kingdom
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,2,0,0.0,United Kingdom
16046,TEATIME PEN CASE & PENS,55.25,86,15,0,0.0,United Kingdom
90023,FILIGREE DIAMANTE EARRINGS,55.02,13,9,0,0.0,United Kingdom
84750B,BLACK SMALL GLASS CAKE STAND,54.99,61,14,5,0.082,United Kingdom
90071,RUBY GLASS CLUSTER EARRINGS,54.62,44,33,0,0.0,United Kingdom
72132,COLUMBIAN CUBE CANDLE,54.6,28,12,0,0.0,United Kingdom
21336,GOLD WASHBAG,54.57,27,10,0,0.0,United Kingdom
90040C,MURANO STYLE GLASS BRACELET GOLD,54.42,15,10,0,0.0,United Kingdom
20759,CHRYSANTHEMUM POCKET BOOK,54.4,64,21,52,0.8125,United Kingdom
90040A,MURANO STYLE GLASS BRACELET RED,54.29,14,5,0,0.0,United Kingdom
20793,BLUE TILED TRAY,54.0,8,6,10,1.25,United Kingdom
79323B,BLACK CHERRY LIGHTS,54.0,8,4,1679,209.875,United Kingdom
84251C,"GREETING CARD, TWO SISTERS.",53.88,127,40,0,0.0,United Kingdom
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,53.76,11,6,18,1.6364,United Kingdom
90035A,"PEARL & SHELL 42""NECKL. GREEN",53.62,5,4,9,1.8,United Kingdom
47586A,PINK FAIRY CAKE CUSHION COVER,53.55,21,8,0,0.0,United Kingdom
20756,GREEN FERN POCKET BOOK,53.55,63,23,70,1.1111,United Kingdom
20851,ZINC HEART LATTICE TRAY OVAL,53.55,10,8,0,0.0,United Kingdom
90123B,TURQUOISE HEART OF GLASS BRACELET,53.42,9,5,0,0.0,United Kingdom
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,53.26,9,7,2,0.2222,United Kingdom
90214E,"LETTER ""E"" BLING KEY RING",53.2,72,30,0,0.0,United Kingdom
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,52.8,32,10,49,1.5312,United Kingdom
90163B,WHITE ROSEBUD & PEARL NECKLACE,52.72,7,5,0,0.0,United Kingdom
90168,2 DAISIES HAIR COMB,52.56,18,13,6,0.3333,United Kingdom
84842,HELLO SAILOR BATHROOM SET,52.5,14,9,0,0.0,United Kingdom
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,4,96,2.5263,United Kingdom
90176D,DIAMANTE NECKLACE PURPLE,52.5,7,5,1,0.1429,United Kingdom
90138,WHITE/PINK MINI CRYSTALS NECKLACE,52.42,10,7,0,0.0,United Kingdom
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,52.31,10,8,0,0.0,United Kingdom
35265,COLOURFUL FLOWER FRUIT BOWL,52.2,17,12,0,0.0,United Kingdom
84927D,LA PALMIERA TILE HOOK,51.86,47,16,3,0.0638,United Kingdom
85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.6,48,10,1,0.0208,United Kingdom
90205A,LARGE MINT DIAMANTE HAIRSLIDE,51.51,31,16,0,0.0,United Kingdom
84597B,RETRO BROWN BALL ASHTRAY,51.25,41,7,19,0.4634,United Kingdom
20910,VINTAGE PHOTO ALBUM PARIS DAYS,50.8,8,4,1,0.125,United Kingdom
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,50.72,66,14,90,1.3636,United Kingdom
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,50.4,24,3,4,0.1667,United Kingdom
90018C,SILVER BLACK ORBIT DROP EARRINGS,50.4,12,10,1,0.0833,United Kingdom
47348A,FUSCHIA VOILE POINTY SHOE DEC,50.31,97,15,0,0.0,United Kingdom
44242B,PINK FEATHERS CURTAIN,50.28,52,3,0,0.0,Germany
90214D,"LETTER ""D"" BLING KEY RING",49.9,68,32,0,0.0,United Kingdom
90214M,"LETTER ""M"" BLING KEY RING",49.82,60,28,0,0.0,United Kingdom
90180B,PURPLE AMETHYST NECKLACE W TASSEL,49.81,5,5,0,0.0,United Kingdom
23603,SET 10 CARD KRAFT REINDEER 17084,49.8,20,14,0,0.0,United Kingdom
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,49.76,10,4,0,0.0,United Kingdom
20667,CHERRY BLOSSOM PURSE,49.69,20,16,0,0.0,United Kingdom
90202B,WHITE ENAMEL FLOWER HAIR TIE,49.65,17,11,6,0.3529,United Kingdom
90142D,MOP PENDANT SHELL NECKLACE,49.64,10,4,0,0.0,United Kingdom
90157,RIVIERA NECKLACE,49.59,10,5,0,0.0,United Kingdom
21089,SET/6 GREEN SPRING PAPER CUPS,48.99,233,26,7,0.03,United Kingdom
90038B,GLASS AND PAINTED BEADS BRACELET OL,48.77,13,8,0,0.0,United Kingdom
84497,BUTTONS AND STRIPES NOTEBOOK,48.75,92,8,0,0.0,United Kingdom
90002D,FLOWER BURST SILVER RING CRYSTAL,48.71,22,10,0,0.0,United Kingdom
20697,LITTLE GREEN MONSTER SOFT TOY,48.45,19,11,0,0.0,United Kingdom
21720,CAKE SHOP  STICKER SHEET,48.45,57,8,0,0.0,United Kingdom
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,48.39,3,2,0,0.0,United Kingdom
84559a,3D SHEET OF DOG STICKERS,48.38,29,22,0,0.0,United Kingdom
84510E,SET OF 4 GREEN CAROUSEL COASTERS,48.29,34,16,0,0.0,United Kingdom
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,48.21,29,15,0,0.0,United Kingdom
84402B,PURPLE DRESS JEWELLERY STAND,48.19,62,4,0,0.0,United Kingdom
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,48.06,30,12,0,0.0,United Kingdom
21816,CHRISTMAS TREE T-LIGHT HOLDER,47.85,33,7,0,0.0,United Kingdom
90169,DAISY HAIR COMB,47.84,19,12,6,0.3158,United Kingdom
90036A,FLOWER GARLAND NECKLACE RED,47.7,6,4,0,0.0,United Kingdom
90165B,WHITE ROSEBUD  PEARL EARRINGS,47.43,19,18,0,0.0,United Kingdom
17084J,LOVE POTION MASALA INCENSE,47.25,225,8,0,0.0,United Kingdom
90065A,WHITE VINTAGE CRYSTAL BRACELET,47.25,7,4,0,0.0,United Kingdom
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,4,3,0.1875,United Kingdom
84086B,YELLOW/BLUE RETRO RADIO,47.2,16,8,1,0.0625,United Kingdom
84706F,RED PEONY TABLE CLOCK,47.2,16,10,0,0.0,United Kingdom
84750A,PINK SMALL GLASS CAKE STAND,46.8,24,4,37,1.5417,United Kingdom
84857B,BLUE MONTE CARLO HANDBAG,46.8,48,3,2,0.0417,United Kingdom
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,46.76,16,10,0,0.0,United Kingdom
21392,RED POLKADOT PUDDING BOWL,46.39,34,8,29,0.8529,United Kingdom
84801B,WHITE HYDRANGEA ART FLOWER,46.2,22,4,44,2.0,United Kingdom
85031A,ROMANTIC IMAGES SCRAP BOOK SET,45.9,16,7,0,0.0,United Kingdom
90012B,BLACK DROP CRYSTAL NECKLACE,45.35,13,4,5,0.3846,United Kingdom
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,45.0,12,8,1,0.0833,United Kingdom
23625,SET 6 CARDS SPARKLY REINDEER 17262,44.91,9,4,0,0.0,United Kingdom
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,44.86,9,5,0,0.0,United Kingdom
85185D,FROG SOCK PUPPET,44.25,17,11,2,0.1176,United Kingdom
20670,VIP HOLIDAY PURSE,44.04,14,11,0,0.0,United Kingdom
47344B,BLUE FLOWER DES PURSE,43.66,44,7,16,0.3636,United Kingdom
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,555,15,0,0.0,United Kingdom
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,43.51,4,4,0,0.0,United Kingdom
20698,LITTLE PINK MONSTER SOFT TOY,43.35,17,8,0,0.0,United Kingdom
90014C,SILVER/BLACK ORBIT NECKLACE,43.2,5,5,8,1.6,United Kingdom
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,43.15,43,14,13,0.3023,United Kingdom
23038,T-LIGHT HOLDER SILVER SAUCER,42.92,44,8,0,0.0,United Kingdom
84539,KNITTED RABBIT DOLL,42.9,32,3,0,0.0,United Kingdom
22987,WRAP SUMMER ROSE DESIGN,42.84,102,5,0,0.0,United Kingdom
20818,GOLD TEDDY BEAR,42.7,15,5,0,0.0,United Kingdom
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,42.58,40,18,5,0.125,United Kingdom
84922,PINK BUTTERFLY WASHBAG,42.29,9,6,0,0.0,United Kingdom
37444C,PINK BREAKFAST CUP AND SAUCER,42.27,26,11,1,0.0385,United Kingdom
90029,NEW BAROQUE SMALL NECKLACE BLACK,42.14,5,4,0,0.0,United Kingdom
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,42.13,5,4,0,0.0,United Kingdom
47570b,TEA TIME TABLE CLOTH,42.02,2,2,0,0.0,United Kingdom
17084A,TRANQUILITY MASALA INCENSE,42.0,200,7,0,0.0,United Kingdom
90120D,WHITE MURANO TWIST BRACELET,41.79,10,6,18,1.8,United Kingdom
20666,ECONOMY HOLIDAY PURSE,41.53,30,18,5,0.1667,United Kingdom
15030,FAN BLACK FRAME,41.47,293,13,0,0.0,United Kingdom
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,41.45,25,20,6,0.24,United Kingdom
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,41.45,5,5,0,0.0,United Kingdom
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,41.37,25,16,6,0.24,United Kingdom
90039B,FIRE POLISHED GLASS BRACELET MONTAN,41.31,11,6,0,0.0,United Kingdom
90162C,ANT SILVER FUSCHIA BOUDICCA RING,41.3,14,7,0,0.0,United Kingdom
84921,CREAM AND PINK FLOWERS PONY,41.25,22,8,17,0.7727,United Kingdom
75013B,"STRING OF 8 BUTTERFLIES,PINK",41.25,27,7,0,0.0,United Kingdom
23448,CREAM BUNNY EASTER EGG BASKET,41.25,25,3,0,0.0,United Kingdom
90067A,PINK VINTAGE VICTORIAN EARRINGS,41.15,14,7,0,0.0,United Kingdom
90177E,DROP DIAMANTE EARRINGS GREEN,41.08,14,10,6,0.4286,United Kingdom
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,41.01,14,7,0,0.0,United Kingdom
90182C,BLACK 3 BEAD DROP EARRINGS,40.96,14,10,6,0.4286,United Kingdom
90130C,GREEN STONE/CRYSTAL EARRINGS,40.95,14,13,0,0.0,United Kingdom
90177A,CLASSIC DIAMANTE EARRINGS JET,40.9,14,10,6,0.4286,United Kingdom
71495A,CD WALL TIDY BLUE OFFICE,40.38,103,8,0,0.0,United Kingdom
10120,DOGGY RUBBER,40.32,192,29,0,0.0,United Kingdom
90214G,"LETTER ""G"" BLING KEY RING",40.2,60,30,0,0.0,United Kingdom
85092,CANDY SPOT TEA COSY,40.05,27,3,9,0.3333,United Kingdom
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,40.03,12,8,0,0.0,United Kingdom
90165A,PINK ROSEBUD PEARL EARRINGS,39.98,16,15,0,0.0,United Kingdom
72369A,PINK CLEAR GLASS CANDLE PLATE,39.92,30,5,0,0.0,United Kingdom
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,39.66,8,2,0,0.0,United Kingdom
84725,FREESTYLE CANVAS ART PICTURE,39.65,41,19,8,0.1951,United Kingdom
84596f,SMALL MARSHMALLOWS PINK BOWL,39.36,16,12,0,0.0,United Kingdom
84575A,PINK DOG CANNISTER,39.3,14,5,1,0.0714,United Kingdom
21307,SET/4 BUTTERFLY MIRROR MAGNETS,39.2,79,13,0,0.0,United Kingdom
35910A,MULTICOLOUR EASTER RABBIT,39.0,20,4,0,0.0,United Kingdom
47341A,FUSCHIA TABLE RUN FLOWER,38.75,27,7,7,0.2593,United Kingdom
90064A,WHITE VINTAGE CRYSTAL EARRINGS,38.7,10,6,0,0.0,United Kingdom
21393,BLUE POLKADOT PUDDING BOWL,38.67,32,8,0,0.0,United Kingdom
85089,CANDY SPOT BUNNY,38.35,13,5,0,0.0,United Kingdom
84559b,3D SHEET OF CAT STICKERS,38.33,23,20,0,0.0,United Kingdom
84746,PINK EASTER HENS+FLOWER,38.31,81,10,0,0.0,United Kingdom
84925D,LA PALMIERA WALL THERMOMETER,38.25,15,11,12,0.8,United Kingdom
84617,NEW BAROQUE BLACK BOXES,38.25,3,3,0,0.0,United Kingdom
90190B,GOLD/AMBER DROP EARRINGS W LEAF,38.18,13,7,0,0.0,United Kingdom
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,211,10,0,0.0,United Kingdom
84033,FLAG OF ST GEORGE,37.95,23,7,0,0.0,United Kingdom
84809B,PINK CHRYSANTHEMUMS ART FLOWER,37.8,18,2,324,18.0,United Kingdom
90075,MONTANA DIAMOND CLUSTER NECKLACE,37.66,4,3,0,0.0,United Kingdom
90212B,JET BLACK LAS VEGAS BRACELET ROUND,37.62,10,8,0,0.0,United Kingdom
90199D,5 STRAND GLASS NECKLACE AMBER,37.62,6,6,0,0.0,United Kingdom
79191D,RETRO PLASTIC DAISY TRAY,37.61,35,17,12,0.3429,United Kingdom
72709,IVORY SCULPTED RND CANDLE,37.4,96,8,0,0.0,United Kingdom
35809a,ENAMEL PINK TEA CONTAINER,37.33,9,9,0,0.0,United Kingdom
84509b,SET OF 4 FAIRY CAKE PLACEMATS,37.3,5,4,0,0.0,United Kingdom
90074,BLACK DIAMOND CLUSTER NECKLACE,37.24,4,3,0,0.0,United Kingdom
47420,ASSORTED COLOUR SUCTION CUP HOOK,37.24,196,13,0,0.0,United Kingdom
84751B,BLACK MEDIUM GLASS CAKE STAND,37.11,17,10,25,1.4706,United Kingdom
90214H,"LETTER ""H"" BLING KEY RING",36.76,48,30,0,0.0,United Kingdom
90085,CRYSTAL STILETTO PHONE CHARM,36.76,34,10,0,0.0,United Kingdom
84522,PINK PARTY SUNGLASSES,36.76,20,13,30,1.5,United Kingdom
71510,SQUARE METAL CANDLEHOLDER BASE,36.52,52,8,0,0.0,United Kingdom
84548,CROCHET BEAR RED/BLUE  KEYRING,36.3,34,7,70,2.0588,United Kingdom
17090D,VANILLA INCENSE 40 CONES IN TIN,36.25,29,13,10,0.3448,United Kingdom
84226,HEN HOUSE W FAMILY IN BARN & NEST,36.21,51,11,34,0.6667,United Kingdom
85216,ASSORTED CAKES FRIDGE MAGNETS,35.75,55,8,0,0.0,United Kingdom
90094,NECKLACE+BRACELET SET FRUIT SALAD,35.7,14,13,0,0.0,United Kingdom
35913B,WHITE/PINK CHICK EASTER DECORATION,35.48,36,10,0,0.0,United Kingdom
90179C,BLACK FINE BEAD NECKLACE W TASSEL,35.44,6,6,0,0.0,United Kingdom
90179A,AMBER FINE BEAD NECKLACE W TASSEL,35.31,6,5,0,0.0,United Kingdom
90123D,WHITE HEART OF GLASS BRACELET,35.31,6,5,0,0.0,United Kingdom
90011B,BLACK CRYSTAL DROP EARRINGS,35.27,12,7,0,0.0,United Kingdom
90060F,FIRE POLISHED GLASS NECKL GREEN,35.16,6,6,0,0.0,United Kingdom
79063D,"RETRO PILL BOX , REVOLUTIONARY",35.14,2749,12,0,0.0,United Kingdom
90131,PINK/AMETHYST/GOLD NECKLACE,34.87,5,2,0,0.0,United Kingdom
90049,IVORY GOLD METAL BAG CHARM,34.77,5,3,0,0.0,United Kingdom
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,34.69,21,15,6,0.2857,United Kingdom
20827,GOLD APERITIF GLASS,34.32,88,3,68,0.7727,United Kingdom
79406,FROSTED WHITE BASE,34.12,144,8,0,0.0,United Kingdom
84873A,FUNKY FLOWER PICNIC BAG FOR 4,33.9,7,3,0,0.0,United Kingdom
90026C,GLASS BEAD HOOP NECKLACE GREEN,33.82,4,3,0,0.0,United Kingdom
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,33.81,4,3,0,0.0,United Kingdom
90038C,GLASS AND BEADS BRACELET IVORY,33.69,9,4,0,0.0,United Kingdom
81950B,FLOWER BLUE CLOCK WITH SUCKER,33.64,116,9,23,0.1983,United Kingdom
72783,BLACK SIL'T SQU CANDLE PLATE,33.6,16,2,0,0.0,Switzerland
90129D,AMBER GLASS TASSLE BAG CHARM,33.44,14,7,0,0.0,United Kingdom
37423,WHITE WITH BLACK CATS PLATE,33.18,78,4,17,0.2179,United Kingdom
72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,33.16,4,4,0,0.0,United Kingdom
35610C,WHITE CHRISTMAS FLOCK DROPLET,32.51,25,3,1121,44.84,United Kingdom
17109D,FLOWER FAIRY INCENSE BOUQUET,32.35,75,6,0,0.0,United Kingdom
90186A,AMETHYST HOOP EARRING FLORAL LEAF,32.16,11,9,0,0.0,United Kingdom
37468,HARDMAN MUG 3 ASSORTED,32.03,131,15,2,0.0153,United Kingdom
84824,DANISH ROSE UMBRELLA STAND,31.9,2,2,0,0.0,United Kingdom
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",31.8,4,2,0,0.0,United Kingdom
23632,SET 10 CARDS CHEERFUL ROBIN 17065,31.2,15,10,0,0.0,United Kingdom
85018D,YULETIDE IMAGES S/6 PAPER BOXES,30.6,12,7,0,0.0,United Kingdom
44228,CANNABIS LEAF BEAD CURTAIN,30.6,36,2,0,0.0,United Kingdom
37471,MULTICOLOUR POLKADOT PLATE,30.43,29,4,12,0.4138,United Kingdom
90176B,DIAMANTE NECKLACE BLACK,30.12,4,3,0,0.0,United Kingdom
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,30.0,26,8,0,0.0,United Kingdom
35610B,BLACK CHRISTMAS FLOCK DROPLET,30.0,24,2,541,22.5417,United Kingdom
90195B,BLACK GEMSTONE BRACELET,29.98,4,4,0,0.0,United Kingdom
90176E,DIAMANTE NECKLACE GREEN,29.98,4,3,0,0.0,United Kingdom
90039A,FIRE POLISHED GLASS BRACELET RED,29.96,8,3,0,0.0,United Kingdom
21310,CAPIZ CHANDELIER,29.95,1,1,0,0.0,United Kingdom
90122B,JADE CRYSTAL+GLASS BRACELET,29.93,6,6,0,0.0,United Kingdom
21667,GLASS CAKE COVER AND PLATE,29.9,5,6,4,0.8,United Kingdom
90136,PALE PINK/AMETHYST STONE NECKLACE,29.85,3,2,0,0.0,United Kingdom
84660a,WHITE STITCHED WALL CLOCK,29.84,4,2,0,0.0,United Kingdom
90159,COTE D'AZURE NECKLACE,29.79,6,5,0,0.0,United Kingdom
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,29.73,7,5,0,0.0,United Kingdom
90120A,PINK MURANO TWIST BRACELET,29.73,7,3,0,0.0,United Kingdom
21040,MODERN VINTAGE COTTON SHOPPING BAG,29.7,22,10,25,1.1364,United Kingdom
21757,LIGHTHOUSE PRINTED METAL SIGN,29.7,6,3,0,0.0,United Kingdom
35816P,"ACRYLIC JEWEL ANGEL,PINK",29.64,78,2,0,0.0,United Kingdom
90214I,"LETTER ""I"" BLING KEY RING",29.62,38,13,0,0.0,United Kingdom
