review_id,star_rating,sentiment_label,sentiment_score,quality_aspect,shipping_aspect,value_aspect,service_aspect,emotion,is_fake_review,fake_confidence_score,is_sarcastic,subjectivity_score,polarity_score
R00083472,1,negative,-0.937,negative,neutral,negative,negative,disgust,0,0.07,0,0.464,-0.941
R00083473,1,negative,-1.0,neutral,negative,negative,neutral,anger,0,0.179,0,0.68,-0.859
R00083474,2,negative,-0.369,neutral,neutral,negative,negative,disappointment,0,0.228,0,0.779,-0.382
R00083475,3,neutral,-0.046,neutral,neutral,neutral,neutral,mild_disappointment,0,0.471,0,0.79,0.02
R00083476,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.218,0,0.503,0.787
R00083477,5,positive,0.868,positive,positive,positive,neutral,joy,1,0.803,0,1.0,0.808
R00083478,2,negative,-0.495,negative,negative,negative,neutral,disappointment,0,0.319,0,0.68,-0.324
R00083479,3,neutral,0.022,negative,neutral,neutral,positive,neutral,0,0.299,0,0.743,0.054
R00083480,5,positive,0.877,positive,positive,positive,positive,joy,1,0.871,0,0.782,0.832
R00083481,4,positive,0.531,positive,positive,positive,neutral,satisfaction,0,0.141,0,0.967,0.356
R00083482,5,positive,1.0,positive,positive,positive,positive,delight,0,0.482,0,0.354,0.779
R00083483,4,positive,0.653,positive,positive,negative,neutral,satisfaction,0,0.357,0,0.202,0.405
R00083484,5,positive,0.96,positive,positive,positive,positive,joy,0,0.102,0,0.904,0.829
R00083485,1,negative,-0.975,negative,negative,negative,neutral,anger,0,0.603,0,0.783,-0.709
R00083486,5,positive,0.933,positive,positive,positive,neutral,joy,0,0.205,0,0.147,0.783
R00083487,1,negative,-0.965,negative,negative,negative,negative,anger,0,0.314,0,0.696,-0.774
R00083488,1,negative,-1.0,neutral,negative,negative,negative,frustration,0,0.186,1,0.721,-0.832
R00083489,4,positive,0.502,positive,neutral,neutral,neutral,satisfaction,0,0.41,0,0.825,0.392
R00083490,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.2,0,0.595,0.666
R00083491,5,positive,0.966,positive,positive,positive,positive,satisfaction,1,0.727,0,0.697,0.92
R00083492,4,positive,0.45,neutral,positive,neutral,positive,neutral,0,0.573,0,0.545,0.556
R00083493,5,positive,1.0,positive,positive,positive,positive,joy,0,0.49,0,0.678,0.825
R00083494,4,positive,0.486,positive,positive,neutral,positive,satisfaction,0,0.1,0,0.377,0.453
R00083495,5,positive,0.991,positive,positive,positive,positive,joy,1,0.929,0,0.721,0.878
R00083496,4,positive,0.627,positive,positive,neutral,neutral,mild_joy,0,0.657,0,0.882,0.413
R00083497,3,neutral,-0.117,positive,neutral,neutral,neutral,neutral,0,0.281,0,0.915,-0.077
R00083498,4,positive,0.43,neutral,neutral,neutral,positive,neutral,0,0.408,0,0.685,0.364
R00083499,4,positive,0.422,positive,neutral,positive,positive,satisfaction,0,0.104,0,0.739,0.351
R00083500,4,positive,0.474,neutral,positive,neutral,positive,satisfaction,0,0.223,0,0.765,0.222
R00083501,3,neutral,-0.04,neutral,neutral,neutral,negative,mild_disappointment,0,0.299,0,0.748,-0.022
R00083502,3,neutral,-0.114,neutral,neutral,neutral,neutral,neutral,0,0.186,0,0.904,0.076
R00083503,4,positive,0.436,positive,neutral,neutral,neutral,satisfaction,0,0.203,0,0.776,0.337
R00083504,4,positive,0.454,neutral,positive,positive,neutral,satisfaction,0,0.373,0,0.445,0.439
R00083505,4,positive,0.471,neutral,positive,positive,positive,satisfaction,0,0.112,0,0.686,0.311
R00083506,4,positive,0.344,neutral,positive,neutral,positive,neutral,0,0.151,0,0.748,0.482
R00083507,3,neutral,-0.01,neutral,positive,neutral,neutral,neutral,0,0.096,0,0.027,0.064
R00083508,4,positive,0.673,neutral,neutral,neutral,neutral,satisfaction,0,0.195,0,0.975,0.402
R00083509,1,negative,-0.979,negative,negative,negative,negative,anger,0,0.225,0,0.473,-0.82
R00083510,3,neutral,0.163,neutral,neutral,positive,positive,mild_disappointment,0,0.077,0,0.395,-0.013
R00083511,5,positive,0.891,positive,positive,positive,neutral,joy,0,0.274,0,0.963,0.813
R00083512,2,negative,-0.568,negative,neutral,negative,neutral,frustration,0,0.765,0,0.843,-0.308
R00083513,4,positive,0.484,neutral,neutral,neutral,neutral,satisfaction,0,0.608,0,0.268,0.425
R00083514,3,neutral,0.043,neutral,neutral,neutral,neutral,neutral,0,0.107,0,0.618,0.015
R00083515,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.186,0,0.395,-0.875
R00083516,4,positive,0.62,neutral,negative,neutral,positive,satisfaction,0,0.09,0,0.252,0.468
R00083517,3,neutral,-0.056,neutral,neutral,neutral,neutral,mild_disappointment,0,0.015,0,0.806,-0.011
R00083518,5,positive,0.938,neutral,neutral,positive,positive,joy,0,0.37,0,0.844,0.804
R00083519,3,neutral,0.026,neutral,positive,neutral,neutral,mild_disappointment,0,0.176,0,0.284,0.062
R00083520,3,neutral,0.042,neutral,negative,negative,positive,neutral,0,0.177,0,0.653,0.018
R00083521,2,negative,-0.507,neutral,neutral,negative,negative,disappointment,0,0.388,1,0.554,-0.367
R00083522,4,positive,0.558,neutral,positive,neutral,positive,satisfaction,0,0.18,0,0.686,0.232
R00083523,4,positive,0.345,positive,positive,neutral,neutral,mild_joy,0,0.238,0,0.431,0.392
R00083524,5,positive,0.864,positive,positive,positive,positive,satisfaction,0,0.309,0,0.505,0.787
R00083525,3,neutral,-0.048,neutral,neutral,neutral,neutral,neutral,0,0.106,0,0.824,0.088
R00083526,4,positive,0.563,positive,positive,neutral,neutral,neutral,0,0.159,0,0.704,0.521
R00083527,3,neutral,0.033,positive,neutral,neutral,neutral,neutral,0,0.24,0,0.528,-0.159
R00083528,1,negative,-1.0,negative,neutral,negative,negative,anger,0,0.324,0,0.594,-0.77
R00083529,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.295,0,0.62,0.83
R00083530,3,neutral,0.118,neutral,neutral,neutral,positive,mild_disappointment,0,0.26,0,0.48,-0.074
R00083531,4,positive,0.5,neutral,positive,neutral,neutral,neutral,0,0.313,0,0.772,0.482
R00083532,4,positive,0.432,positive,positive,neutral,positive,satisfaction,0,0.143,0,0.613,0.364
R00083533,3,neutral,0.061,neutral,neutral,neutral,neutral,neutral,0,0.27,0,0.28,0.027
R00083534,4,positive,0.47,neutral,neutral,positive,positive,mild_joy,0,0.058,0,0.704,0.594
R00083535,1,negative,-1.0,negative,neutral,negative,negative,anger,0,0.063,0,0.289,-0.825
R00083536,3,neutral,0.104,negative,neutral,neutral,neutral,neutral,0,0.417,0,0.4,0.026
R00083537,4,positive,0.567,positive,neutral,neutral,positive,satisfaction,0,0.071,0,0.614,0.383
R00083538,4,positive,0.575,positive,positive,positive,neutral,satisfaction,0,0.254,0,0.103,0.442
R00083539,5,positive,1.0,positive,positive,positive,positive,joy,0,0.107,0,0.482,0.817
R00083540,4,positive,0.589,positive,neutral,neutral,neutral,satisfaction,0,0.569,0,0.72,0.371
R00083541,5,positive,0.746,positive,positive,positive,positive,joy,0,0.191,0,0.587,0.752
R00083542,5,positive,0.992,positive,positive,neutral,positive,delight,0,0.483,1,0.671,0.893
R00083543,4,positive,0.544,positive,neutral,positive,neutral,satisfaction,0,0.318,0,0.466,0.345
R00083544,4,positive,0.461,neutral,positive,positive,neutral,neutral,0,0.13,0,0.363,0.416
R00083545,5,positive,1.0,positive,neutral,positive,neutral,satisfaction,0,0.101,0,0.71,0.737
R00083546,4,positive,0.403,positive,neutral,neutral,positive,mild_joy,0,0.1,0,0.619,0.461
R00083547,3,neutral,0.074,neutral,positive,neutral,neutral,neutral,0,0.491,0,0.834,0.043
R00083548,5,positive,1.0,positive,positive,positive,positive,joy,1,0.876,0,0.889,0.618
R00083549,2,negative,-0.464,neutral,negative,neutral,negative,frustration,0,0.326,0,0.786,-0.404
R00083550,3,neutral,-0.037,neutral,neutral,positive,neutral,neutral,0,0.334,0,0.462,0.019
R00083551,5,positive,1.0,neutral,positive,positive,positive,delight,1,0.77,0,0.972,0.694
R00083552,4,positive,0.486,positive,positive,positive,positive,mild_joy,0,0.504,0,0.553,0.448
R00083553,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.377,0,0.463,-0.929
R00083554,5,positive,1.0,positive,positive,positive,neutral,joy,1,0.766,0,0.718,0.815
R00083555,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.161,0,0.798,-0.916
R00083556,4,positive,0.514,neutral,positive,negative,positive,satisfaction,0,0.428,0,0.33,0.656
R00083557,2,negative,-0.683,neutral,negative,neutral,neutral,frustration,0,0.169,0,0.736,-0.438
R00083558,3,neutral,0.122,neutral,neutral,neutral,positive,neutral,0,0.49,0,0.815,0.013
R00083559,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.042,0,0.638,-0.78
R00083560,3,neutral,-0.024,neutral,positive,negative,neutral,mild_disappointment,1,0.722,0,0.872,0.004
R00083561,5,positive,0.983,positive,positive,positive,neutral,joy,0,0.442,0,0.648,0.796
R00083562,5,positive,0.984,positive,positive,positive,positive,joy,0,0.212,0,0.588,0.764
R00083563,2,negative,-0.596,neutral,neutral,negative,negative,disappointment,0,0.332,0,0.528,-0.403
R00083564,3,neutral,0.139,neutral,neutral,neutral,positive,neutral,0,0.385,0,0.587,0.013
R00083565,5,positive,1.0,neutral,neutral,positive,positive,joy,0,0.238,0,0.195,0.773
R00083566,1,negative,-0.874,negative,negative,neutral,neutral,frustration,0,0.067,0,0.624,-0.664
R00083567,5,positive,1.0,positive,positive,positive,positive,joy,0,0.097,0,0.539,0.896
R00083568,3,neutral,-0.094,neutral,positive,neutral,neutral,neutral,0,0.283,0,0.58,-0.053
R00083569,4,positive,0.449,positive,neutral,neutral,neutral,satisfaction,0,0.301,0,0.868,0.276
R00083570,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.213,0,0.632,0.77
R00083571,4,positive,0.513,neutral,neutral,neutral,neutral,satisfaction,0,0.166,0,0.7,0.387
R00083572,4,positive,0.566,neutral,neutral,neutral,positive,mild_joy,0,0.114,1,0.496,0.342
R00083573,4,positive,0.653,positive,neutral,neutral,positive,satisfaction,0,0.167,0,0.675,0.359
R00083574,3,neutral,0.181,neutral,neutral,neutral,negative,neutral,0,0.303,0,0.565,0.023
R00083575,4,positive,0.626,positive,neutral,positive,positive,neutral,0,0.378,0,0.618,0.533
R00083576,3,neutral,-0.017,neutral,neutral,positive,neutral,neutral,0,0.459,0,0.505,-0.18
R00083577,5,positive,1.0,positive,positive,positive,positive,joy,0,0.206,0,0.726,0.905
R00083578,2,negative,-0.564,negative,neutral,negative,neutral,disappointment,0,0.322,1,0.491,-0.329
R00083579,4,positive,0.379,neutral,neutral,positive,neutral,mild_joy,0,0.044,0,0.797,0.328
R00083580,1,negative,-1.0,negative,negative,negative,neutral,frustration,0,0.466,0,0.749,-0.841
R00083581,2,negative,-0.509,negative,negative,negative,neutral,disappointment,0,0.145,0,0.257,-0.523
R00083582,4,positive,0.632,neutral,positive,positive,neutral,mild_joy,0,0.405,0,0.756,0.397
R00083583,5,positive,0.923,positive,positive,positive,positive,joy,0,0.206,0,0.861,0.833
R00083584,5,positive,0.929,positive,positive,positive,positive,joy,0,0.081,0,0.511,0.676
R00083585,2,negative,-0.594,neutral,neutral,negative,negative,frustration,0,0.137,0,0.185,-0.488
R00083586,5,positive,0.945,neutral,positive,positive,positive,joy,0,0.44,0,0.751,0.846
R00083587,5,positive,1.0,positive,neutral,neutral,positive,satisfaction,0,0.378,0,0.706,0.879
R00083588,5,positive,1.0,positive,positive,positive,neutral,satisfaction,0,0.418,0,0.444,0.88
R00083589,4,positive,0.405,negative,positive,positive,positive,satisfaction,0,0.269,0,0.507,0.467
R00083590,3,neutral,-0.001,positive,positive,neutral,negative,neutral,0,0.051,1,0.574,0.171
R00083591,3,neutral,-0.126,neutral,neutral,negative,neutral,neutral,0,0.325,0,0.592,-0.025
R00083592,3,neutral,-0.13,neutral,negative,negative,positive,mild_disappointment,0,0.118,0,0.699,-0.061
R00083593,4,positive,0.265,positive,positive,neutral,neutral,neutral,0,0.464,0,0.77,0.464
R00083594,4,positive,0.596,positive,positive,neutral,positive,neutral,0,0.495,0,0.521,0.316
R00083595,4,positive,0.535,neutral,positive,neutral,neutral,mild_joy,0,0.423,0,0.481,0.286
R00083596,5,positive,0.952,positive,positive,positive,positive,delight,0,0.148,0,0.211,0.761
R00083597,4,positive,0.665,neutral,positive,neutral,positive,neutral,1,0.643,0,0.339,0.309
R00083598,5,positive,0.957,positive,positive,positive,positive,satisfaction,0,0.105,0,0.658,0.721
R00083599,5,positive,0.862,positive,positive,positive,positive,joy,0,0.305,0,0.367,0.845
R00083600,4,positive,0.551,positive,neutral,neutral,neutral,satisfaction,0,0.436,0,0.769,0.574
R00083601,5,positive,0.978,positive,positive,neutral,neutral,satisfaction,0,0.059,0,0.73,1.0
R00083602,5,positive,1.0,positive,positive,positive,positive,joy,0,0.122,0,0.586,0.904
R00083603,5,positive,0.762,positive,positive,neutral,positive,delight,0,0.192,0,0.373,0.721
R00083604,1,negative,-0.923,negative,negative,negative,negative,anger,0,0.3,0,0.816,-0.745
R00083605,4,positive,0.515,positive,neutral,neutral,neutral,satisfaction,0,0.276,0,0.708,0.552
R00083606,5,positive,0.979,positive,neutral,positive,positive,joy,0,0.537,0,0.66,0.812
R00083607,2,negative,-0.497,neutral,neutral,negative,neutral,frustration,0,0.257,0,0.798,-0.422
R00083608,3,neutral,0.006,neutral,positive,positive,negative,mild_disappointment,0,0.09,0,0.435,0.107
R00083609,4,positive,0.451,positive,positive,positive,neutral,mild_joy,0,0.158,0,0.171,0.377
R00083610,4,positive,0.452,neutral,neutral,neutral,positive,neutral,0,0.43,0,0.51,0.424
R00083611,4,positive,0.501,positive,neutral,positive,positive,mild_joy,0,0.309,0,0.841,0.541
R00083612,4,positive,0.561,neutral,neutral,positive,neutral,neutral,0,0.182,0,0.384,0.437
R00083613,2,negative,-0.518,negative,neutral,neutral,neutral,disappointment,0,0.224,0,0.582,-0.38
R00083614,5,positive,1.0,positive,positive,positive,positive,satisfaction,1,0.891,0,0.535,0.673
R00083615,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.432,0,0.488,0.877
R00083616,5,positive,0.802,positive,positive,positive,positive,delight,0,0.057,0,0.431,0.782
R00083617,2,negative,-0.647,neutral,negative,negative,neutral,frustration,0,0.295,0,0.712,-0.466
R00083618,5,positive,0.989,positive,positive,positive,positive,joy,0,0.24,0,0.533,0.896
R00083619,4,positive,0.541,neutral,positive,positive,neutral,satisfaction,0,0.387,0,0.536,0.487
R00083620,1,negative,-1.0,negative,negative,negative,neutral,anger,0,0.309,0,0.719,-0.835
R00083621,3,neutral,0.045,neutral,neutral,negative,neutral,mild_disappointment,0,0.534,0,0.363,0.129
R00083622,5,positive,0.936,positive,positive,positive,neutral,satisfaction,0,0.21,0,0.584,0.751
R00083623,5,positive,1.0,positive,positive,positive,positive,delight,0,0.066,0,0.729,0.772
R00083624,3,neutral,-0.134,neutral,neutral,neutral,negative,mild_disappointment,0,0.18,0,0.803,-0.041
R00083625,4,positive,0.558,neutral,positive,neutral,negative,neutral,0,0.177,0,0.421,0.319
R00083626,4,positive,0.496,neutral,positive,neutral,positive,satisfaction,0,0.228,0,0.622,0.436
R00083627,5,positive,1.0,positive,positive,positive,positive,joy,0,0.213,0,0.91,0.845
R00083628,4,positive,0.384,neutral,neutral,neutral,neutral,neutral,0,0.363,0,0.903,0.406
R00083629,3,neutral,0.085,neutral,neutral,negative,neutral,neutral,0,0.204,0,0.582,0.03
R00083630,5,positive,1.0,neutral,positive,neutral,neutral,satisfaction,0,0.187,0,0.881,0.771
R00083631,2,negative,-0.398,neutral,neutral,negative,negative,disappointment,0,0.129,0,0.569,-0.516
R00083632,5,positive,0.86,positive,positive,positive,positive,joy,1,0.704,0,0.683,0.782
R00083633,1,negative,-1.0,negative,negative,negative,neutral,disgust,0,0.055,0,0.73,-0.735
R00083634,3,neutral,-0.049,neutral,neutral,negative,positive,mild_disappointment,0,0.006,0,0.202,0.165
R00083635,4,positive,0.384,neutral,positive,positive,positive,satisfaction,0,0.294,0,0.978,0.49
R00083636,3,neutral,-0.039,positive,positive,neutral,neutral,neutral,0,0.165,0,0.319,-0.084
R00083637,5,positive,1.0,positive,positive,positive,neutral,joy,0,0.055,0,0.356,0.819
R00083638,1,negative,-1.0,negative,negative,negative,neutral,anger,0,0.09,0,0.248,-0.866
R00083639,4,positive,0.586,neutral,positive,neutral,positive,mild_joy,0,0.139,0,0.722,0.555
R00083640,3,neutral,0.102,neutral,neutral,neutral,negative,mild_disappointment,0,0.336,0,0.507,-0.118
R00083641,3,neutral,0.208,positive,neutral,neutral,neutral,neutral,0,0.249,0,0.556,0.086
R00083642,4,positive,0.366,neutral,positive,positive,neutral,satisfaction,0,0.357,0,0.855,0.428
R00083643,5,positive,1.0,positive,neutral,positive,positive,joy,0,0.118,0,0.779,0.779
R00083644,4,positive,0.41,neutral,neutral,neutral,positive,mild_joy,0,0.133,0,0.814,0.547
R00083645,4,positive,0.51,positive,neutral,positive,positive,neutral,0,0.158,0,0.274,0.391
R00083646,4,positive,0.534,positive,neutral,positive,positive,satisfaction,0,0.093,0,0.701,0.274
R00083647,4,positive,0.451,positive,positive,positive,positive,neutral,0,0.251,0,0.522,0.473
R00083648,5,positive,0.992,positive,neutral,neutral,positive,satisfaction,0,0.264,0,0.777,0.837
R00083649,5,positive,1.0,neutral,positive,positive,positive,satisfaction,0,0.535,0,0.437,0.859
R00083650,5,positive,1.0,neutral,positive,positive,positive,delight,0,0.088,0,0.946,0.804
R00083651,1,negative,-0.977,negative,negative,negative,negative,frustration,0,0.325,0,0.335,-0.648
R00083652,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.097,0,0.37,0.935
R00083653,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.289,0,0.569,0.77
R00083654,5,positive,1.0,positive,positive,positive,positive,joy,0,0.386,0,0.557,0.783
R00083655,3,neutral,0.038,neutral,neutral,neutral,neutral,neutral,0,0.06,0,0.41,-0.052
R00083656,3,neutral,0.078,neutral,neutral,neutral,neutral,mild_disappointment,0,0.178,0,0.747,0.02
R00083657,3,neutral,-0.137,neutral,neutral,neutral,neutral,mild_disappointment,0,0.444,0,0.24,-0.091
R00083658,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.15,0,0.48,0.895
R00083659,3,neutral,0.064,neutral,neutral,neutral,positive,neutral,0,0.375,0,0.686,-0.066
R00083660,2,negative,-0.624,negative,negative,neutral,neutral,disappointment,0,0.37,0,0.769,-0.575
R00083661,3,neutral,-0.007,neutral,neutral,negative,neutral,mild_disappointment,0,0.044,0,0.548,-0.027
R00083662,1,negative,-0.988,negative,negative,negative,negative,disgust,0,0.479,0,0.495,-0.846
R00083663,4,positive,0.355,positive,positive,positive,positive,satisfaction,0,0.374,0,0.15,0.257
R00083664,2,negative,-0.511,negative,negative,negative,negative,frustration,0,0.122,0,0.843,-0.34
R00083665,4,positive,0.467,positive,positive,neutral,neutral,mild_joy,0,0.346,0,0.384,0.417
R00083666,4,positive,0.425,positive,positive,positive,neutral,neutral,0,0.171,0,0.322,0.442
R00083667,3,neutral,0.144,neutral,neutral,neutral,neutral,neutral,0,0.095,0,0.398,-0.095
R00083668,4,positive,0.669,positive,neutral,positive,neutral,satisfaction,0,0.102,0,0.33,0.191
R00083669,1,negative,-1.0,negative,neutral,negative,negative,anger,0,0.329,0,0.823,-0.794
R00083670,3,neutral,0.06,neutral,neutral,neutral,neutral,neutral,0,0.485,0,0.476,-0.082
R00083671,2,negative,-0.517,neutral,neutral,negative,neutral,frustration,0,0.087,0,0.422,-0.435
R00083672,4,positive,0.462,neutral,positive,positive,neutral,neutral,0,0.189,0,0.57,0.342
R00083673,4,positive,0.462,neutral,neutral,neutral,positive,satisfaction,0,0.312,0,0.654,0.368
R00083674,4,positive,0.399,neutral,neutral,neutral,positive,satisfaction,0,0.124,0,0.68,0.357
R00083675,5,positive,0.943,positive,positive,positive,positive,satisfaction,0,0.303,0,0.171,0.805
R00083676,5,positive,0.963,positive,positive,positive,positive,joy,0,0.355,0,0.445,0.975
R00083677,2,negative,-0.469,neutral,negative,negative,negative,frustration,0,0.142,0,0.525,-0.451
R00083678,3,neutral,-0.019,negative,neutral,neutral,positive,neutral,0,0.288,0,0.312,-0.035
R00083679,4,positive,0.643,positive,neutral,neutral,neutral,mild_joy,0,0.25,0,0.778,0.328
R00083680,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.457,0,0.818,0.855
R00083681,5,positive,1.0,neutral,positive,neutral,neutral,delight,0,0.257,0,0.814,0.83
R00083682,4,positive,0.723,neutral,positive,neutral,neutral,satisfaction,0,0.276,0,0.447,0.525
R00083683,2,negative,-0.495,neutral,negative,neutral,negative,frustration,0,0.5,0,0.621,-0.505
R00083684,5,positive,0.9,positive,positive,positive,positive,delight,0,0.41,0,0.548,0.641
R00083685,4,positive,0.453,positive,neutral,neutral,neutral,neutral,0,0.277,0,0.38,0.447
R00083686,5,positive,0.992,positive,positive,positive,neutral,delight,0,0.371,0,0.752,0.793
R00083687,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.367,1,0.75,-0.803
R00083688,4,positive,0.53,neutral,positive,positive,positive,satisfaction,0,0.149,0,0.278,0.351
R00083689,3,neutral,-0.059,neutral,neutral,neutral,neutral,mild_disappointment,0,0.118,0,0.567,-0.026
R00083690,4,positive,0.403,neutral,neutral,positive,positive,mild_joy,0,0.339,0,0.545,0.469
R00083691,1,negative,-0.947,neutral,neutral,negative,neutral,disgust,0,0.114,0,0.915,-0.816
R00083692,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.176,0,0.654,-0.7
R00083693,5,positive,1.0,positive,positive,neutral,positive,joy,1,0.915,0,0.854,0.772
R00083694,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.244,0,0.756,-0.799
R00083695,4,positive,0.615,positive,neutral,neutral,positive,mild_joy,0,0.13,0,0.794,0.506
R00083696,4,positive,0.517,positive,positive,neutral,neutral,satisfaction,0,0.196,0,0.839,0.288
R00083697,2,negative,-0.385,neutral,neutral,negative,neutral,frustration,0,0.112,0,0.908,-0.334
R00083698,5,positive,0.964,positive,positive,positive,positive,satisfaction,0,0.179,0,0.126,0.763
R00083699,2,negative,-0.366,neutral,negative,negative,neutral,disappointment,0,0.232,0,0.38,-0.462
R00083700,3,neutral,-0.02,neutral,neutral,neutral,neutral,mild_disappointment,0,0.303,0,0.791,0.174
R00083701,2,negative,-0.494,negative,neutral,negative,neutral,frustration,0,0.388,0,0.799,-0.431
R00083702,4,positive,0.629,positive,positive,positive,positive,satisfaction,0,0.298,0,0.063,0.333
R00083703,1,negative,-1.0,negative,neutral,negative,negative,frustration,0,0.183,0,0.499,-0.78
R00083704,5,positive,1.0,positive,positive,positive,positive,satisfaction,1,0.933,0,0.966,0.67
R00083705,5,positive,0.953,positive,positive,positive,positive,delight,0,0.262,0,0.58,0.823
R00083706,3,neutral,0.009,neutral,positive,neutral,negative,neutral,0,0.237,1,0.585,0.191
R00083707,2,negative,-0.566,neutral,neutral,negative,neutral,frustration,0,0.386,1,0.782,-0.471
R00083708,3,neutral,-0.153,negative,positive,neutral,positive,neutral,0,0.145,0,0.544,-0.113
R00083709,5,positive,0.847,positive,neutral,positive,positive,delight,0,0.4,0,0.514,0.736
R00083710,2,negative,-0.644,negative,neutral,negative,negative,disappointment,0,0.05,0,0.405,-0.414
R00083711,3,neutral,-0.066,negative,neutral,neutral,neutral,mild_disappointment,0,0.214,0,0.591,-0.105
R00083712,3,neutral,0.079,neutral,neutral,neutral,neutral,neutral,0,0.188,0,0.811,-0.128
R00083713,1,negative,-0.961,negative,negative,negative,negative,frustration,0,0.439,0,0.719,-0.885
R00083714,3,neutral,-0.05,neutral,negative,neutral,neutral,neutral,0,0.126,0,0.477,0.068
R00083715,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.257,0,0.619,-0.785
R00083716,5,positive,0.843,positive,neutral,neutral,positive,delight,0,0.024,0,0.249,0.744
R00083717,3,neutral,-0.095,neutral,neutral,neutral,neutral,neutral,0,0.266,0,0.544,-0.068
R00083718,5,positive,1.0,positive,positive,positive,positive,joy,0,0.242,0,0.542,0.829
R00083719,3,neutral,0.171,neutral,neutral,neutral,neutral,mild_disappointment,0,0.255,0,0.608,-0.002
R00083720,3,neutral,0.119,neutral,positive,neutral,positive,mild_disappointment,0,0.284,0,0.943,-0.131
R00083721,4,positive,0.593,neutral,positive,positive,neutral,satisfaction,0,0.134,0,0.555,0.456
R00083722,5,positive,0.917,positive,positive,neutral,positive,satisfaction,0,0.699,0,0.654,0.889
R00083723,5,positive,0.956,positive,positive,positive,positive,satisfaction,1,0.489,0,0.894,0.837
R00083724,3,neutral,-0.083,neutral,neutral,neutral,neutral,neutral,0,0.167,0,0.482,-0.019
R00083725,4,positive,0.499,positive,neutral,positive,positive,neutral,0,0.169,0,0.533,0.312
R00083726,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.225,0,0.528,0.81
R00083727,3,neutral,0.008,neutral,neutral,negative,negative,neutral,0,0.095,0,0.374,0.174
R00083728,4,positive,0.508,neutral,neutral,positive,positive,mild_joy,0,0.456,0,0.719,0.454
R00083729,5,positive,0.721,positive,positive,neutral,positive,joy,0,0.204,0,0.28,0.667
R00083730,3,neutral,-0.166,neutral,positive,neutral,neutral,neutral,0,0.297,0,0.699,0.083
R00083731,1,negative,-0.995,negative,neutral,negative,negative,anger,0,0.18,0,0.712,-0.715
R00083732,1,negative,-0.953,negative,negative,negative,neutral,disgust,0,0.169,0,0.16,-0.923
R00083733,3,neutral,-0.017,positive,neutral,negative,neutral,neutral,0,0.1,0,0.515,-0.03
R00083734,1,negative,-0.979,negative,negative,negative,neutral,disgust,1,0.541,0,0.69,-0.781
R00083735,4,positive,0.46,positive,positive,positive,positive,satisfaction,0,0.383,0,0.735,0.512
R00083736,3,neutral,-0.1,neutral,neutral,neutral,neutral,mild_disappointment,0,0.119,0,0.696,-0.07
R00083737,4,positive,0.446,positive,positive,neutral,positive,satisfaction,0,0.105,0,0.558,0.267
R00083738,3,neutral,0.139,neutral,neutral,neutral,negative,neutral,0,0.459,0,0.907,-0.102
R00083739,4,positive,0.598,positive,positive,neutral,neutral,mild_joy,0,0.484,0,0.852,0.346
R00083740,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.081,0,0.437,0.912
R00083741,2,negative,-0.465,neutral,neutral,negative,negative,disappointment,0,0.15,0,0.619,-0.339
R00083742,3,neutral,-0.085,neutral,neutral,negative,neutral,neutral,0,0.136,0,0.774,-0.043
R00083743,4,positive,0.592,neutral,neutral,neutral,positive,satisfaction,0,0.234,0,0.238,0.301
R00083744,5,positive,0.901,positive,positive,positive,positive,satisfaction,0,0.388,0,0.823,0.842
R00083745,5,positive,0.889,positive,positive,positive,positive,joy,1,0.719,0,0.977,0.876
R00083746,3,neutral,0.029,neutral,positive,neutral,neutral,neutral,0,0.258,0,0.238,0.002
R00083747,4,positive,0.483,neutral,positive,positive,neutral,satisfaction,0,0.366,0,0.811,0.464
R00083748,4,positive,0.677,positive,positive,neutral,neutral,satisfaction,0,0.039,0,0.555,0.298
R00083749,5,positive,0.787,positive,positive,neutral,positive,satisfaction,0,0.126,0,0.406,0.674
R00083750,4,positive,0.522,neutral,neutral,positive,positive,mild_joy,0,0.249,0,0.816,0.363
R00083751,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.337,0,0.532,-0.881
R00083752,5,positive,1.0,neutral,positive,positive,positive,joy,1,0.54,0,0.29,0.961
R00083753,5,positive,1.0,neutral,neutral,positive,positive,joy,1,0.899,0,0.679,0.834
