review_id,product_id,user_id,review_date,year,month,star_rating,sentiment,verified_purchase,is_fake_review,review_length_words,has_title,title_word_count,num_images_attached,helpful_votes,total_votes,helpful_ratio,days_since_purchase,reviewer_review_count,is_top_reviewer,is_early_review,exclamation_marks,all_caps_ratio,readability_score,category,price_usd,price_tier,brand_tier,seller_id,seller_fake_rate,sentiment_score,quality_aspect,shipping_aspect,value_aspect,service_aspect,emotion
R00096113,P004809,U016470,2023-12-27,2023,12,1,negative,0,0,92,1,10,0,3,4,0.75,5,24,0,0,0,0.049,68.8,Home & Kitchen,16.14,budget,mid,S0016,0.0625,-1.0,negative,negative,negative,neutral,frustration
R00096114,P004204,U029297,2024-11-13,2024,11,3,neutral,0,0,27,1,10,0,16,19,0.842,10,33,1,0,0,0.076,96.1,Sports & Outdoors,54.85,mid,mid,S0419,0.072,-0.15,neutral,neutral,neutral,neutral,neutral
R00096115,P000296,U033258,2024-11-16,2024,11,1,negative,1,0,151,0,0,0,2,3,0.667,20,4,0,0,0,0.002,77.8,Health,130.77,high,premium,S0336,0.0756,-0.953,negative,negative,negative,negative,frustration
R00096116,P001791,U030567,2023-07-26,2023,7,2,negative,1,0,77,1,6,0,1,1,1.0,6,41,1,0,0,0.031,50.9,Toys & Games,18.53,budget,budget,S0328,0.0578,-0.529,neutral,neutral,negative,neutral,disappointment
R00096117,P003501,U017610,2022-09-10,2022,9,5,positive,0,0,70,1,3,0,2,3,0.667,20,42,1,0,0,0.055,83.8,Home & Kitchen,174.4,high,budget,S0490,0.0699,1.0,neutral,positive,positive,neutral,joy
R00096118,P000597,U038449,2023-11-17,2023,11,4,positive,1,0,105,1,7,0,18,21,0.857,2,32,1,0,0,0.064,65.6,Beauty,14.81,budget,premium,S0040,0.0949,0.423,positive,positive,neutral,neutral,mild_joy
R00096119,P003626,U018176,2024-02-21,2024,2,3,neutral,1,0,47,1,9,0,4,4,1.0,4,1,0,0,0,0.075,42.0,Books,9.15,budget,budget,S0480,0.0928,0.019,neutral,negative,neutral,neutral,neutral
R00096120,P002011,U026125,2023-03-23,2023,3,3,neutral,0,0,15,1,11,0,34,38,0.895,33,26,1,0,0,0.008,79.8,Electronics,335.9,premium,mid,S0071,0.0766,0.065,negative,neutral,positive,neutral,neutral
R00096121,P004037,U033288,2024-09-11,2024,9,3,neutral,1,0,56,1,6,0,5,5,1.0,10,46,1,0,0,0.036,63.2,Clothing,40.91,low,budget,S0211,0.0758,-0.007,neutral,neutral,neutral,neutral,neutral
R00096122,P001413,U016545,2024-06-20,2024,6,3,neutral,1,0,33,1,11,0,9,10,0.9,27,43,1,0,0,0.002,79.0,Health,92.69,mid,budget,S0023,0.0393,-0.088,negative,negative,neutral,neutral,neutral
R00096123,P003090,U037692,2023-07-11,2023,7,5,positive,1,0,101,1,3,0,2,2,1.0,20,13,0,0,0,0.055,72.1,Food & Grocery,13.45,budget,premium,S0156,0.0402,0.93,neutral,positive,positive,positive,delight
R00096124,P003565,U011679,2021-07-08,2021,7,2,negative,1,0,22,1,10,0,0,0,0.0,6,45,1,0,0,0.066,62.9,Automotive,87.86,mid,budget,S0379,0.0448,-0.518,neutral,negative,neutral,negative,frustration
R00096125,P003796,U005970,2021-04-17,2021,4,4,positive,1,0,74,1,5,0,4,4,1.0,2,21,0,0,0,0.033,92.6,Sports & Outdoors,60.54,mid,budget,S0485,0.0653,0.563,positive,positive,positive,neutral,satisfaction
R00096126,P002889,U037198,2024-10-21,2024,10,5,positive,1,1,17,1,6,0,7,7,1.0,21,2,0,0,2,0.202,93.4,Electronics,77.76,mid,premium,S0422,0.0843,1.0,positive,positive,positive,positive,satisfaction
R00096127,P000506,U006333,2021-08-14,2021,8,4,positive,1,0,33,0,0,2,1,1,1.0,1,29,1,0,0,0.064,47.4,Toys & Games,80.02,mid,premium,S0378,0.0502,0.616,neutral,positive,positive,positive,mild_joy
R00096128,P001770,U029534,2024-08-28,2024,8,4,positive,1,0,51,1,3,1,10,13,0.769,9,42,1,0,0,0.058,78.7,Toys & Games,17.93,budget,budget,S0015,0.0655,0.39,neutral,neutral,neutral,neutral,satisfaction
R00096129,P004047,U031750,2023-06-16,2023,6,4,positive,1,0,23,1,9,0,6,6,1.0,1,3,0,0,0,0.065,71.8,Clothing,68.09,mid,budget,S0051,0.0539,0.549,neutral,neutral,neutral,positive,neutral
R00096130,P003989,U037650,2024-10-11,2024,10,3,neutral,1,0,101,1,6,0,47,51,0.922,19,8,0,0,0,0.023,62.0,Automotive,128.21,high,mid,S0097,0.0487,-0.003,neutral,neutral,neutral,neutral,neutral
R00096131,P002296,U001832,2024-07-11,2024,7,4,positive,1,0,15,0,0,0,8,12,0.667,15,32,1,0,0,0.069,94.0,Electronics,467.22,premium,premium,S0218,0.0686,0.439,neutral,positive,neutral,positive,neutral
R00096132,P004669,U030192,2024-10-01,2024,10,4,positive,1,0,54,1,6,0,6,6,1.0,25,7,0,0,0,0.012,91.5,Health,14.15,budget,budget,S0069,0.0909,0.335,positive,neutral,neutral,positive,neutral
R00096133,P002675,U033545,2024-02-07,2024,2,4,positive,0,0,50,1,5,0,19,25,0.76,5,21,0,0,0,0.004,93.4,Sports & Outdoors,97.18,mid,mid,S0138,0.0639,0.667,neutral,positive,neutral,neutral,satisfaction
R00096134,P004315,U010436,2024-05-22,2024,5,4,positive,0,0,112,1,11,0,1,1,1.0,24,22,0,0,0,0.014,58.9,Electronics,186.11,high,mid,S0012,0.0929,0.615,neutral,positive,neutral,neutral,satisfaction
R00096135,P000310,U024176,2024-02-12,2024,2,4,positive,1,0,15,1,6,0,2,4,0.5,10,30,1,0,0,0.075,83.6,Electronics,197.64,high,premium,S0088,0.0536,0.463,neutral,positive,neutral,neutral,satisfaction
R00096136,P000076,U038084,2022-04-07,2022,4,5,positive,1,1,60,1,11,0,0,0,0.0,95,23,0,0,6,0.191,71.4,Clothing,88.28,mid,budget,S0313,0.0728,1.0,positive,positive,positive,positive,joy
R00096137,P002654,U026714,2023-12-11,2023,12,4,positive,1,0,29,1,4,0,10,10,1.0,2,45,1,0,0,0.056,59.8,Beauty,11.4,budget,mid,S0158,0.0394,0.569,neutral,neutral,positive,neutral,neutral
R00096138,P004683,U016857,2024-05-26,2024,5,3,neutral,1,0,14,1,3,0,4,4,1.0,6,9,0,0,0,0.037,83.3,Toys & Games,28.68,low,mid,S0367,0.0321,-0.056,neutral,neutral,neutral,positive,mild_disappointment
R00096139,P001413,U018861,2024-11-01,2024,11,2,negative,1,0,23,1,5,0,5,5,1.0,16,22,0,0,0,0.022,41.1,Health,92.69,mid,budget,S0023,0.0393,-0.387,negative,neutral,neutral,neutral,disappointment
R00096140,P004546,U008129,2023-12-12,2023,12,2,negative,1,0,51,1,8,3,1,1,1.0,4,43,1,0,0,0.068,61.9,Clothing,22.32,low,mid,S0337,0.0632,-0.609,negative,negative,negative,negative,frustration
R00096141,P003868,U034141,2023-01-04,2023,1,4,positive,1,0,48,1,10,0,3,4,0.75,27,13,0,0,0,0.067,64.7,Clothing,104.74,high,mid,S0194,0.0629,0.482,neutral,positive,neutral,neutral,satisfaction
R00096142,P001743,U004573,2024-07-06,2024,7,3,neutral,1,0,32,1,7,0,1,2,0.5,5,15,0,0,0,0.046,60.6,Electronics,96.24,mid,mid,S0427,0.0588,-0.18,neutral,neutral,neutral,positive,neutral
R00096143,P002872,U005105,2023-05-19,2023,5,5,positive,0,0,111,1,6,0,6,6,1.0,22,18,0,0,1,0.068,77.3,Home & Kitchen,36.38,low,mid,S0031,0.0794,0.947,positive,positive,positive,positive,joy
R00096144,P004672,U015018,2024-08-21,2024,8,2,negative,1,1,23,1,3,5,1,1,1.0,16,1,0,0,5,0.255,78.1,Clothing,64.46,mid,budget,S0350,0.0885,-0.393,negative,neutral,negative,negative,frustration
R00096145,P000736,U033872,2024-06-22,2024,6,4,positive,1,0,57,1,9,0,27,33,0.818,6,5,0,0,0,0.041,55.8,Beauty,44.47,low,premium,S0269,0.0769,0.577,positive,positive,positive,positive,neutral
R00096146,P004170,U022855,2024-06-09,2024,6,3,neutral,1,0,48,1,9,0,21,26,0.808,12,13,0,0,0,0.028,85.6,Home & Kitchen,70.73,mid,mid,S0078,0.092,-0.066,neutral,neutral,neutral,neutral,mild_disappointment
R00096147,P002593,U028494,2024-01-14,2024,1,3,neutral,1,0,64,1,8,0,4,4,1.0,7,17,0,0,0,0.019,79.4,Sports & Outdoors,81.47,mid,mid,S0112,0.0498,-0.03,negative,neutral,neutral,neutral,neutral
R00096148,P004343,U021435,2023-04-03,2023,4,4,positive,1,0,78,0,0,0,60,67,0.896,8,10,0,0,0,0.03,63.4,Books,17.64,budget,mid,S0466,0.0773,0.45,neutral,neutral,positive,positive,mild_joy
R00096149,P003051,U022255,2021-06-30,2021,6,1,negative,0,0,61,1,4,0,2,2,1.0,15,10,0,0,0,0.065,61.6,Health,107.68,high,mid,S0034,0.0576,-0.895,negative,negative,negative,negative,anger
R00096150,P000752,U039879,2024-09-25,2024,9,4,positive,1,0,62,1,10,0,15,17,0.882,66,49,1,0,0,0.014,53.2,Clothing,13.59,budget,mid,S0347,0.0743,0.523,positive,positive,neutral,positive,neutral
R00096151,P004723,U015348,2022-10-10,2022,10,5,positive,1,0,29,1,6,0,8,11,0.727,23,48,1,0,0,0.044,54.4,Clothing,66.74,mid,mid,S0452,0.0331,1.0,positive,positive,neutral,positive,joy
R00096152,P004897,U036591,2021-11-16,2021,11,5,positive,1,0,78,1,7,4,0,0,0.0,14,8,0,0,1,0.076,55.2,Clothing,52.03,mid,mid,S0100,0.0446,1.0,positive,positive,neutral,positive,satisfaction
R00096153,P000833,U017293,2024-08-30,2024,8,5,positive,1,0,281,1,8,0,3,3,1.0,18,23,0,0,0,0.049,47.3,Home & Kitchen,8.4,budget,budget,S0323,0.0738,0.927,positive,positive,positive,positive,satisfaction
R00096154,P000867,U000561,2024-04-07,2024,4,3,neutral,1,0,30,1,5,0,17,20,0.85,14,10,0,0,0,0.012,36.2,Health,63.99,mid,budget,S0201,0.0392,-0.115,neutral,neutral,negative,neutral,neutral
R00096155,P004211,U002811,2021-02-19,2021,2,4,positive,1,0,149,1,6,0,2,2,1.0,12,37,1,0,0,0.06,58.0,Beauty,10.91,budget,mid,S0444,0.0833,0.552,positive,neutral,neutral,neutral,neutral
R00096156,P000681,U008918,2024-02-28,2024,2,5,positive,1,0,34,1,7,0,30,36,0.833,15,26,1,0,0,0.014,66.6,Electronics,82.63,mid,mid,S0135,0.0431,0.952,positive,positive,positive,positive,satisfaction
R00096157,P000279,U005823,2024-06-07,2024,6,4,positive,0,0,29,1,11,0,2,3,0.667,15,14,0,0,0,0.054,56.3,Health,51.14,mid,budget,S0468,0.0435,0.441,neutral,positive,positive,neutral,satisfaction
R00096158,P000936,U018040,2024-09-01,2024,9,4,positive,1,0,49,1,3,0,0,0,0.0,4,40,1,0,0,0.009,45.1,Clothing,71.47,mid,mid,S0451,0.0672,0.336,positive,positive,neutral,neutral,neutral
R00096159,P002583,U022536,2024-12-12,2024,12,3,neutral,1,0,32,0,0,0,26,31,0.839,4,17,0,0,0,0.004,58.1,Electronics,168.65,high,premium,S0469,0.0455,-0.149,neutral,positive,neutral,neutral,neutral
R00096160,P003716,U011246,2022-01-15,2022,1,4,positive,1,0,31,0,0,0,3,3,1.0,6,2,0,0,0,0.036,90.1,Toys & Games,29.4,low,premium,S0027,0.0725,0.588,positive,neutral,negative,neutral,satisfaction
R00096161,P001902,U025922,2024-10-29,2024,10,3,neutral,1,0,45,0,0,0,3,4,0.75,13,42,1,0,0,0.06,95.8,Electronics,369.92,premium,mid,S0310,0.0294,-0.109,negative,neutral,negative,neutral,mild_disappointment
R00096162,P002542,U014212,2020-10-20,2020,10,5,positive,0,1,36,0,0,1,7,8,0.875,21,40,1,0,3,0.163,49.2,Home & Kitchen,62.55,mid,mid,S0045,0.0561,1.0,positive,positive,positive,positive,satisfaction
R00096163,P001938,U002202,2020-10-03,2020,10,5,positive,0,0,78,1,9,0,0,0,0.0,52,27,1,0,1,0.033,74.9,Sports & Outdoors,47.01,low,premium,S0281,0.0825,1.0,positive,neutral,neutral,positive,delight
R00096164,P001176,U037860,2021-04-05,2021,4,5,positive,1,0,82,1,5,0,4,4,1.0,7,49,1,0,2,0.007,83.8,Beauty,26.43,low,premium,S0466,0.0773,0.957,neutral,positive,positive,positive,satisfaction
R00096165,P000858,U022095,2022-05-14,2022,5,4,positive,1,0,181,1,10,0,13,13,1.0,9,25,1,0,0,0.012,69.3,Health,49.85,low,premium,S0313,0.0728,0.493,positive,positive,neutral,positive,mild_joy
R00096166,P000530,U013232,2024-01-05,2024,1,5,positive,1,0,53,1,10,0,88,100,0.88,22,1,0,0,0,0.039,47.6,Clothing,23.47,low,budget,S0068,0.0632,0.939,positive,positive,positive,positive,delight
R00096167,P000908,U011835,2023-02-19,2023,2,3,neutral,0,0,60,1,6,0,21,25,0.84,21,12,0,0,0,0.051,93.5,Electronics,255.18,premium,budget,S0402,0.0676,0.099,negative,negative,positive,neutral,neutral
R00096168,P001387,U027234,2024-11-22,2024,11,4,positive,1,0,102,1,4,0,22,28,0.786,15,43,1,0,0,0.032,75.6,Beauty,14.07,budget,mid,S0327,0.0635,0.463,neutral,neutral,neutral,positive,satisfaction
R00096169,P001409,U009016,2024-11-21,2024,11,4,positive,0,0,21,1,5,0,1,1,1.0,8,24,0,0,0,0.023,79.9,Health,21.41,low,mid,S0259,0.0805,0.538,neutral,positive,neutral,positive,satisfaction
R00096170,P000385,U019467,2024-05-02,2024,5,5,positive,1,0,14,1,9,0,126,139,0.906,31,4,0,0,0,0.078,64.9,Home & Kitchen,75.66,mid,mid,S0352,0.0694,1.0,positive,positive,neutral,positive,joy
R00096171,P004138,U025768,2022-04-29,2022,4,5,positive,0,0,28,1,7,0,16,22,0.727,17,8,0,0,1,0.073,75.3,Health,29.81,low,premium,S0344,0.0784,1.0,positive,positive,neutral,neutral,delight
R00096172,P002487,U024111,2020-01-27,2020,1,4,positive,0,0,121,1,9,0,3,4,0.75,45,31,1,1,0,0.011,95.1,Toys & Games,33.56,low,budget,S0391,0.064,0.508,positive,positive,positive,neutral,neutral
R00096173,P003099,U000324,2023-03-13,2023,3,5,positive,0,0,95,1,10,0,7,7,1.0,4,3,0,0,0,0.061,78.8,Clothing,31.18,low,mid,S0237,0.058,0.979,neutral,positive,neutral,positive,satisfaction
R00096174,P004677,U003482,2023-11-09,2023,11,5,positive,1,1,50,0,0,5,0,0,0.0,29,40,1,0,6,0.314,66.3,Electronics,263.35,premium,mid,S0451,0.0672,0.9,positive,positive,positive,positive,delight
R00096175,P002160,U029180,2024-03-03,2024,3,4,positive,1,0,49,1,4,0,13,14,0.929,7,16,0,0,0,0.067,78.9,Electronics,357.54,premium,budget,S0443,0.071,0.314,neutral,positive,positive,positive,neutral
R00096176,P003650,U029123,2024-03-05,2024,3,4,positive,1,0,56,0,0,0,21,24,0.875,9,14,0,0,0,0.073,71.9,Health,33.81,low,mid,S0485,0.0653,0.429,neutral,positive,positive,neutral,mild_joy
R00096177,P001864,U031072,2024-08-17,2024,8,2,negative,1,0,104,0,0,0,3,3,1.0,10,4,0,0,0,0.028,29.4,Books,11.28,budget,premium,S0184,0.0531,-0.563,neutral,neutral,neutral,neutral,disappointment
R00096178,P004728,U030070,2023-05-16,2023,5,2,negative,1,0,58,1,10,0,0,0,0.0,4,27,1,0,0,0.03,49.4,Clothing,87.74,mid,premium,S0412,0.0536,-0.389,negative,negative,negative,neutral,disappointment
R00096179,P002915,U014801,2022-02-03,2022,2,5,positive,1,0,53,1,5,1,6,6,1.0,19,11,0,0,0,0.03,62.5,Home & Kitchen,43.08,low,budget,S0349,0.0657,0.918,positive,positive,positive,positive,delight
R00096180,P000412,U005668,2024-10-26,2024,10,4,positive,1,0,30,1,10,0,5,5,1.0,31,35,1,0,0,0.028,89.8,Sports & Outdoors,86.71,mid,budget,S0284,0.0452,0.405,positive,positive,neutral,neutral,mild_joy
R00096181,P000560,U009328,2021-05-15,2021,5,3,neutral,0,0,67,1,10,0,1,1,1.0,122,30,1,0,0,0.011,59.8,Books,21.85,low,mid,S0343,0.0602,-0.048,positive,positive,neutral,negative,mild_disappointment
R00096182,P000696,U025754,2024-07-10,2024,7,4,positive,1,0,76,1,6,0,4,5,0.8,11,20,0,0,0,0.014,66.9,Books,35.35,low,mid,S0144,0.0648,0.493,positive,positive,positive,neutral,neutral
R00096183,P002262,U023284,2023-12-06,2023,12,4,positive,0,0,52,1,11,0,1,1,1.0,14,12,0,0,0,0.057,68.4,Automotive,32.77,low,mid,S0023,0.0393,0.567,positive,neutral,positive,positive,satisfaction
R00096184,P004096,U001985,2024-04-23,2024,4,3,neutral,1,0,75,1,8,0,12,14,0.857,12,12,0,0,0,0.055,68.0,Clothing,23.01,low,mid,S0291,0.0349,0.009,neutral,neutral,neutral,neutral,mild_disappointment
R00096185,P000666,U035274,2024-08-27,2024,8,4,positive,1,0,159,1,7,0,2,2,1.0,5,4,0,0,0,0.029,60.3,Beauty,26.93,low,premium,S0494,0.0446,0.412,positive,neutral,positive,positive,satisfaction
R00096186,P004049,U004228,2022-06-28,2022,6,1,negative,1,0,40,1,7,0,8,10,0.8,81,2,0,0,0,0.062,81.9,Home & Kitchen,41.17,low,budget,S0052,0.0373,-1.0,neutral,negative,negative,neutral,frustration
R00096187,P003840,U014890,2024-11-14,2024,11,4,positive,0,0,65,1,11,0,5,5,1.0,5,25,1,0,0,0.066,72.4,Clothing,104.46,high,premium,S0124,0.0792,0.464,neutral,positive,positive,positive,satisfaction
R00096188,P001663,U020967,2024-11-13,2024,11,5,positive,0,0,19,1,11,2,1,1,1.0,7,29,1,0,1,0.004,51.5,Toys & Games,47.26,low,mid,S0197,0.0633,0.952,positive,positive,neutral,positive,satisfaction
R00096189,P004369,U006985,2021-06-26,2021,6,5,positive,1,1,66,1,7,0,4,7,0.571,3,6,0,0,7,0.221,70.9,Electronics,168.15,high,mid,S0249,0.0902,1.0,positive,neutral,positive,positive,joy
R00096190,P000516,U025793,2023-03-06,2023,3,5,positive,1,0,90,1,7,0,5,7,0.714,27,6,0,0,2,0.013,74.7,Electronics,219.81,high,budget,S0091,0.0386,1.0,positive,positive,positive,neutral,satisfaction
R00096191,P003431,U019047,2024-07-08,2024,7,3,neutral,1,0,90,1,6,0,1,1,1.0,34,40,1,0,0,0.02,74.4,Books,18.09,budget,mid,S0329,0.0446,-0.059,negative,neutral,neutral,neutral,neutral
R00096192,P004288,U009818,2021-04-08,2021,4,5,positive,0,1,45,1,9,0,18,21,0.857,2,15,0,0,5,0.377,70.0,Clothing,26.58,low,premium,S0016,0.0625,0.734,positive,positive,positive,neutral,satisfaction
R00096193,P002270,U010548,2024-07-03,2024,7,4,positive,1,0,26,0,0,0,6,6,1.0,4,43,1,0,0,0.079,77.5,Health,68.13,mid,mid,S0265,0.0532,0.419,neutral,positive,neutral,positive,satisfaction
R00096194,P000981,U024999,2020-06-17,2020,6,3,neutral,1,1,47,1,10,0,4,4,1.0,35,15,0,0,3,0.107,78.6,Automotive,165.11,high,budget,S0412,0.0536,-0.104,neutral,neutral,neutral,neutral,neutral
R00096195,P004636,U004008,2023-08-15,2023,8,5,positive,0,0,34,1,10,0,18,20,0.9,16,34,1,0,1,0.08,79.0,Electronics,140.76,high,mid,S0307,0.0718,1.0,positive,positive,neutral,positive,delight
R00096196,P004467,U033356,2021-06-05,2021,6,3,neutral,1,0,113,1,6,0,1,1,1.0,4,1,0,0,0,0.05,66.1,Electronics,168.62,high,budget,S0375,0.0786,0.037,neutral,neutral,neutral,positive,neutral
R00096197,P002492,U022136,2024-05-23,2024,5,4,positive,1,0,51,0,0,0,8,8,1.0,5,32,1,0,0,0.034,59.4,Home & Kitchen,83.05,mid,mid,S0088,0.0536,0.577,neutral,positive,positive,neutral,neutral
R00096198,P002714,U016456,2024-09-21,2024,9,3,neutral,1,0,29,0,0,4,1,1,1.0,6,47,1,0,0,0.044,63.5,Electronics,198.62,high,budget,S0253,0.0333,0.069,neutral,neutral,positive,neutral,mild_disappointment
R00096199,P003523,U014905,2022-12-25,2022,12,2,negative,1,0,62,1,5,0,4,5,0.8,3,40,1,0,0,0.04,76.3,Electronics,370.86,premium,budget,S0173,0.0078,-0.293,negative,negative,negative,neutral,disappointment
R00096200,P000203,U029045,2023-09-21,2023,9,3,neutral,1,0,29,1,5,0,44,49,0.898,6,4,0,0,0,0.048,70.3,Books,12.27,budget,mid,S0230,0.0605,0.089,neutral,negative,neutral,neutral,neutral
R00096201,P001556,U027970,2024-05-15,2024,5,1,negative,1,0,75,1,10,0,45,53,0.849,17,41,1,0,0,0.067,64.8,Toys & Games,39.26,low,mid,S0063,0.0616,-1.0,negative,negative,negative,negative,frustration
R00096202,P004595,U012707,2024-01-26,2024,1,4,positive,1,0,71,1,9,0,5,5,1.0,30,20,0,0,0,0.035,67.7,Clothing,88.87,mid,mid,S0367,0.0321,0.596,positive,positive,neutral,neutral,mild_joy
R00096203,P003161,U012474,2023-02-15,2023,2,5,positive,1,1,50,1,8,0,2,3,0.667,7,4,0,0,3,0.134,68.4,Automotive,200.87,high,budget,S0188,0.0753,1.0,positive,positive,neutral,neutral,delight
R00096204,P002278,U039816,2024-02-26,2024,2,5,positive,1,0,93,1,3,2,0,0,0.0,14,23,0,0,2,0.011,95.0,Clothing,51.1,mid,mid,S0002,0.0576,0.946,positive,neutral,neutral,neutral,satisfaction
R00096205,P000001,U033050,2022-07-03,2022,7,4,positive,0,0,82,0,0,0,14,14,1.0,7,49,1,0,0,0.029,65.7,Toys & Games,16.55,budget,premium,S0157,0.0442,0.386,neutral,positive,neutral,positive,satisfaction
R00096206,P003787,U013840,2024-08-28,2024,8,1,negative,1,0,62,1,3,0,0,0,0.0,9,3,0,0,0,0.046,70.1,Automotive,15.71,budget,mid,S0280,0.0621,-1.0,negative,negative,negative,negative,anger
R00096207,P002848,U028153,2023-03-28,2023,3,2,negative,1,0,160,1,10,0,0,0,0.0,30,40,1,0,0,0.03,65.9,Electronics,162.37,high,premium,S0139,0.0785,-0.491,negative,neutral,neutral,neutral,frustration
R00096208,P003901,U004199,2024-06-21,2024,6,4,positive,1,0,80,1,7,0,0,0,0.0,3,27,1,0,0,0.028,48.5,Electronics,200.8,high,mid,S0162,0.0562,0.506,neutral,neutral,neutral,positive,mild_joy
R00096209,P000817,U018130,2023-03-28,2023,3,1,negative,1,0,61,1,6,0,13,14,0.929,4,8,0,0,0,0.048,54.1,Health,142.34,high,budget,S0209,0.0366,-1.0,neutral,neutral,negative,neutral,frustration
R00096210,P001298,U009342,2024-06-04,2024,6,5,positive,1,1,38,1,4,0,15,16,0.938,14,2,0,0,5,0.234,39.4,Electronics,116.71,high,mid,S0307,0.0718,1.0,neutral,positive,positive,positive,delight
R00096211,P003237,U009736,2021-03-15,2021,3,3,neutral,1,0,67,1,8,0,6,7,0.857,3,46,1,0,0,0.073,70.2,Food & Grocery,16.61,budget,premium,S0018,0.0393,0.189,neutral,negative,negative,neutral,mild_disappointment
R00096212,P001576,U029718,2022-07-06,2022,7,5,positive,0,0,262,0,0,4,9,11,0.818,4,12,0,0,1,0.04,77.1,Clothing,44.42,low,mid,S0322,0.0461,1.0,positive,positive,positive,positive,joy
R00096213,P000423,U025412,2020-10-22,2020,10,1,negative,1,0,155,1,5,0,15,18,0.833,7,29,1,0,0,0.045,85.9,Electronics,113.82,high,premium,S0465,0.0556,-0.965,negative,negative,negative,negative,frustration
R00096214,P000451,U008489,2020-09-18,2020,9,2,negative,0,0,101,1,4,5,11,11,1.0,14,21,0,0,0,0.011,71.4,Electronics,258.69,premium,budget,S0450,0.0542,-0.592,negative,neutral,neutral,negative,frustration
R00096215,P003996,U038730,2024-02-20,2024,2,3,neutral,1,0,41,1,9,0,14,17,0.824,39,21,0,0,0,0.011,60.8,Electronics,172.02,high,mid,S0167,0.0381,0.193,neutral,neutral,neutral,neutral,mild_disappointment
R00096216,P002952,U009767,2024-01-07,2024,1,4,positive,1,0,81,0,0,0,6,8,0.75,55,1,0,0,0,0.053,54.5,Toys & Games,110.76,high,budget,S0017,0.0674,0.632,neutral,positive,neutral,neutral,satisfaction
R00096217,P002949,U002102,2020-01-23,2020,1,2,negative,0,0,92,1,8,0,9,10,0.9,2,9,0,1,0,0.021,37.4,Food & Grocery,19.62,budget,mid,S0246,0.064,-0.521,negative,negative,negative,positive,frustration
R00096218,P003161,U003482,2024-03-13,2024,3,5,positive,0,1,122,1,7,5,4,4,1.0,18,14,0,0,5,0.153,43.7,Automotive,200.87,high,budget,S0188,0.0753,0.966,positive,positive,positive,positive,joy
R00096219,P000567,U022323,2023-11-05,2023,11,4,positive,0,0,40,1,7,2,2,2,1.0,15,1,0,0,0,0.02,65.4,Toys & Games,20.93,low,premium,S0279,0.0545,0.49,neutral,neutral,positive,neutral,satisfaction
R00096220,P004763,U039087,2022-02-15,2022,2,5,positive,1,0,98,1,4,0,8,9,0.889,4,35,1,0,0,0.04,50.1,Food & Grocery,17.72,budget,budget,S0302,0.0645,1.0,positive,positive,positive,positive,joy
R00096221,P000174,U025077,2022-05-20,2022,5,1,negative,1,0,51,1,7,0,2,3,0.667,21,14,0,0,0,0.076,41.6,Food & Grocery,42.44,low,mid,S0414,0.0691,-0.834,negative,neutral,negative,negative,frustration
R00096222,P002370,U015210,2024-08-29,2024,8,3,neutral,1,0,29,1,9,0,4,5,0.8,3,25,1,0,0,0.068,53.3,Books,31.01,low,premium,S0123,0.0743,-0.234,neutral,neutral,negative,neutral,mild_disappointment
R00096223,P004363,U029216,2023-06-12,2023,6,3,neutral,1,0,221,1,6,0,3,3,1.0,1,12,0,0,0,0.002,67.1,Sports & Outdoors,93.93,mid,mid,S0071,0.0766,-0.001,neutral,neutral,neutral,neutral,mild_disappointment
R00096224,P003350,U019979,2023-08-07,2023,8,2,negative,1,0,27,1,3,0,10,11,0.909,5,34,1,0,0,0.057,50.6,Home & Kitchen,36.74,low,premium,S0096,0.0299,-0.416,neutral,neutral,neutral,positive,frustration
R00096225,P002303,U025314,2022-03-08,2022,3,4,positive,0,0,88,0,0,0,0,0,0.0,3,43,1,0,0,0.063,66.9,Home & Kitchen,67.37,mid,premium,S0399,0.0696,0.517,neutral,positive,neutral,positive,mild_joy
R00096226,P000674,U014515,2022-03-06,2022,3,1,negative,1,0,49,0,0,0,3,3,1.0,50,41,1,0,0,0.032,81.7,Beauty,39.19,low,budget,S0410,0.0822,-0.792,negative,negative,negative,negative,disgust
R00096227,P001869,U036940,2021-02-11,2021,2,3,neutral,1,0,80,1,5,0,5,6,0.833,27,8,0,0,0,0.072,57.2,Books,26.76,low,budget,S0107,0.0886,-0.072,neutral,neutral,neutral,positive,mild_disappointment
R00096228,P000690,U013820,2024-12-10,2024,12,3,neutral,1,0,23,1,3,0,4,4,1.0,58,13,0,0,0,0.069,69.5,Books,16.71,budget,budget,S0486,0.0559,-0.039,neutral,neutral,neutral,neutral,mild_disappointment
R00096229,P001395,U036132,2020-04-07,2020,4,5,positive,1,1,31,1,11,3,13,15,0.867,18,32,1,0,6,0.182,91.8,Toys & Games,205.79,high,mid,S0408,0.0636,0.873,positive,positive,positive,positive,satisfaction
R00096230,P002478,U029125,2022-01-24,2022,1,3,neutral,0,0,67,0,0,0,1,1,1.0,2,41,1,0,0,0.018,71.2,Clothing,49.16,low,budget,S0475,0.0588,0.142,positive,neutral,neutral,neutral,neutral
R00096231,P002240,U002736,2021-12-19,2021,12,4,positive,0,0,24,1,8,0,3,3,1.0,6,16,0,0,0,0.045,70.1,Books,14.5,budget,budget,S0123,0.0743,0.422,neutral,neutral,positive,positive,satisfaction
