product_id,category,price_usd,true_quality,seller_id,is_prime,num_images,bullet_points,has_video,brand_tier,days_on_platform,total_reviews,avg_rating
P004138,Health,29.81,4.41,S0344,1,4,5,0,premium,988,74,3.87
P004139,Beauty,29.23,3.83,S0165,0,6,6,0,premium,1516,5,3.63
P004140,Toys & Games,21.96,3.77,S0288,0,5,7,1,budget,510,45,3.12
P004141,Home & Kitchen,38.98,3.64,S0362,0,7,7,0,budget,1515,27,3.37
P004142,Books,23.05,3.83,S0308,1,7,5,1,premium,371,31,3.71
P004143,Electronics,206.75,4.27,S0419,1,1,5,1,budget,73,3,3.91
P004144,Home & Kitchen,197.61,3.43,S0110,0,7,5,0,premium,722,34,3.16
P004145,Home & Kitchen,71.57,3.0,S0054,0,0,3,1,budget,33,38,2.72
P004146,Clothing,89.78,4.69,S0468,1,3,6,1,mid,93,3,4.38
P004147,Electronics,97.28,3.95,S0368,1,7,7,0,mid,569,8,3.45
P004148,Beauty,38.37,4.68,S0224,1,4,6,1,mid,1088,40,4.17
P004149,Home & Kitchen,35.64,2.54,S0286,0,7,4,0,mid,1734,53,2.02
P004150,Home & Kitchen,69.73,3.35,S0461,1,4,7,0,premium,1129,31,2.93
P004151,Clothing,68.02,3.79,S0434,1,5,4,0,mid,1222,34,2.81
P004152,Books,18.55,3.17,S0404,1,4,5,0,mid,1260,34,2.86
P004153,Home & Kitchen,233.16,3.34,S0296,0,7,4,0,mid,957,17,3.19
P004154,Home & Kitchen,129.56,4.91,S0361,1,0,5,1,mid,70,26,4.4
P004155,Sports & Outdoors,131.73,4.17,S0291,1,3,7,0,budget,634,6,4.03
P004156,Electronics,292.64,4.23,S0231,0,5,5,0,mid,340,16,4.21
P004157,Health,109.46,3.96,S0337,1,3,6,0,mid,1021,31,3.56
P004158,Electronics,78.11,3.84,S0012,1,7,7,0,budget,1397,145,3.16
P004159,Home & Kitchen,125.15,3.88,S0414,1,4,3,0,mid,783,28,3.82
P004160,Clothing,24.83,2.88,S0158,1,1,7,0,premium,1047,392,2.86
P004161,Books,12.83,4.86,S0273,1,4,3,0,premium,1160,335,4.51
P004162,Clothing,63.02,4.68,S0333,1,2,6,0,mid,46,36,4.05
P004163,Health,79.64,4.17,S0164,1,3,5,0,mid,1356,20,3.87
P004164,Home & Kitchen,27.53,4.08,S0166,0,0,4,0,budget,1323,502,3.58
P004165,Sports & Outdoors,47.79,2.72,S0089,0,6,6,0,budget,1738,81,2.23
P004166,Clothing,47.71,3.63,S0050,1,3,7,0,mid,767,56,3.37
P004167,Electronics,165.43,3.57,S0441,0,6,3,1,mid,1749,13,2.92
P004168,Home & Kitchen,91.81,4.02,S0259,1,3,3,0,premium,495,19,3.84
P004169,Books,141.45,2.51,S0340,0,7,5,0,mid,748,9,2.34
P004170,Home & Kitchen,70.73,4.24,S0078,1,2,3,0,mid,1365,197,3.78
P004171,Automotive,48.25,4.03,S0427,1,0,4,1,budget,910,60,3.61
P004172,Beauty,12.86,3.34,S0154,1,3,5,0,budget,667,22,2.68
P004173,Automotive,61.7,4.63,S0231,1,0,5,0,mid,1051,18,3.86
P004174,Clothing,25.6,3.46,S0251,1,6,6,0,mid,832,10,3.63
P004175,Toys & Games,42.36,3.93,S0372,1,7,5,1,premium,196,30,3.49
P004176,Books,23.61,4.59,S0059,0,1,3,0,budget,1553,40,3.7
P004177,Sports & Outdoors,49.23,2.79,S0454,1,0,6,0,mid,1377,2,2.79
P004178,Automotive,246.77,4.62,S0057,1,6,4,0,mid,294,10,3.85
P004179,Sports & Outdoors,41.81,4.1,S0319,0,5,3,0,mid,411,14,3.86
P004180,Health,35.37,4.21,S0106,1,6,6,0,budget,1031,121,4.23
P004181,Beauty,41.09,4.86,S0462,1,4,5,1,budget,827,17,4.31
P004182,Electronics,315.95,4.65,S0296,1,4,6,0,mid,213,3,4.53
P004183,Beauty,60.26,4.85,S0473,1,2,6,0,premium,663,8,4.59
P004184,Books,23.28,2.93,S0467,0,2,3,0,mid,1760,262,3.11
P004185,Food & Grocery,41.33,3.92,S0134,1,5,7,0,mid,531,21,3.7
P004186,Toys & Games,21.47,4.63,S0120,1,7,4,0,mid,581,9,4.01
P004187,Electronics,320.92,3.28,S0057,0,2,6,1,budget,1480,4,2.33
P004188,Electronics,318.36,3.55,S0360,0,2,6,0,budget,1641,34,2.96
P004189,Electronics,458.56,4.84,S0013,0,4,3,1,premium,363,38,4.21
P004190,Books,6.61,3.2,S0095,1,0,3,0,mid,679,56,3.18
P004191,Electronics,107.34,4.26,S0455,1,5,7,0,premium,1527,873,4.2
P004192,Beauty,45.88,3.87,S0318,0,1,3,1,mid,1527,7,3.15
P004193,Books,3.67,3.81,S0226,1,5,4,0,budget,742,21,3.8
P004194,Toys & Games,42.99,3.36,S0069,0,7,7,0,mid,1383,47,2.79
P004195,Clothing,84.99,3.43,S0423,0,7,3,0,mid,570,19,2.84
P004196,Books,12.74,3.98,S0423,0,1,6,0,mid,441,2,3.17
P004197,Electronics,142.91,2.83,S0024,1,4,4,1,budget,1702,61,2.65
P004198,Health,19.95,3.85,S0372,0,3,5,0,budget,1175,15,3.29
P004199,Electronics,135.29,3.8,S0165,0,3,3,0,mid,1412,9,3.81
P004200,Electronics,137.66,3.56,S0341,0,5,5,1,mid,443,11,2.93
P004201,Clothing,29.87,2.14,S0148,0,7,4,0,budget,64,213,2.15
P004202,Toys & Games,20.56,4.64,S0008,0,4,6,0,mid,63,157,3.81
P004203,Electronics,157.24,3.26,S0377,1,4,6,1,mid,1263,8,3.24
P004204,Sports & Outdoors,54.85,3.93,S0419,0,5,5,0,mid,561,4,3.57
P004205,Beauty,86.2,4.06,S0342,0,4,3,0,budget,946,97,3.74
P004206,Beauty,22.1,4.43,S0076,0,2,6,0,premium,1287,391,3.88
P004207,Clothing,55.32,3.98,S0226,0,6,5,0,budget,1388,544,3.46
P004208,Electronics,130.87,3.51,S0267,0,5,6,0,budget,346,6,3.31
P004209,Home & Kitchen,38.61,3.87,S0397,0,4,6,0,budget,1047,168,4.03
P004210,Clothing,16.18,1.83,S0389,1,0,3,0,budget,1141,32,1.33
P004211,Beauty,10.91,4.52,S0444,0,2,3,0,mid,1034,3,3.97
P004212,Home & Kitchen,26.66,4.55,S0316,1,2,5,0,budget,1383,11,3.91
P004213,Home & Kitchen,61.41,3.7,S0470,0,5,7,0,budget,667,12,2.88
P004214,Electronics,352.86,4.69,S0410,1,0,4,1,budget,579,58,3.76
P004215,Books,6.16,3.84,S0101,1,3,5,0,budget,593,6,3.24
P004216,Clothing,32.37,4.92,S0355,1,3,6,0,mid,210,102,4.31
P004217,Beauty,12.33,4.02,S0043,0,5,7,0,budget,105,58,4.04
P004218,Electronics,157.87,4.79,S0379,0,1,6,0,budget,1085,112,4.61
P004219,Automotive,143.02,3.56,S0111,0,4,7,0,premium,1795,14,2.96
P004220,Beauty,21.41,3.12,S0150,1,4,7,0,mid,262,53,3.04
P004221,Clothing,43.74,4.37,S0288,1,5,3,0,budget,474,9,3.69
P004222,Electronics,442.97,2.39,S0190,0,1,5,0,mid,34,74,2.12
P004223,Clothing,59.23,3.8,S0324,0,4,6,1,budget,461,24,3.52
P004224,Electronics,117.25,4.91,S0251,0,3,5,0,budget,261,28,5.0
P004225,Clothing,49.5,2.42,S0319,1,2,3,0,budget,1793,31,2.26
P004226,Health,23.13,4.24,S0294,1,0,6,0,budget,501,4,3.37
P004227,Sports & Outdoors,83.65,3.34,S0104,0,3,3,1,budget,1680,138,3.23
P004228,Electronics,252.03,2.28,S0346,1,3,4,1,budget,1228,36,2.39
P004229,Books,7.93,4.51,S0480,0,0,7,0,mid,575,138,4.33
P004230,Clothing,49.99,4.03,S0278,0,6,7,0,budget,618,126,3.33
P004231,Automotive,69.89,2.9,S0304,0,5,3,0,budget,195,12,2.65
P004232,Electronics,256.51,4.88,S0356,1,2,4,0,premium,1655,23,4.39
P004233,Beauty,46.11,4.38,S0043,1,0,4,0,mid,1451,5,4.47
P004234,Toys & Games,42.61,3.44,S0076,0,5,5,0,mid,1343,144,3.28
P004235,Electronics,154.23,3.62,S0280,0,0,7,1,mid,68,48,3.77
P004236,Electronics,323.87,3.17,S0198,1,3,7,0,mid,1777,42,2.64
P004237,Home & Kitchen,32.57,2.06,S0346,1,1,3,0,mid,468,23,1.79
P004238,Health,17.21,2.95,S0457,0,1,6,0,mid,1207,10,2.49
P004239,Books,2.65,2.6,S0392,1,6,3,0,premium,1045,154,2.63
P004240,Sports & Outdoors,62.32,1.66,S0109,1,2,5,0,mid,67,367,1.84
P004241,Toys & Games,19.55,2.51,S0154,0,1,5,0,budget,729,161,2.38
P004242,Toys & Games,40.63,3.74,S0072,1,2,5,0,budget,293,27,3.39
P004243,Home & Kitchen,16.85,2.19,S0049,1,1,7,0,budget,334,52,2.1
P004244,Books,12.21,1.59,S0373,1,5,6,0,mid,507,119,1.02
P004245,Beauty,37.13,2.69,S0347,1,3,7,1,premium,39,37,2.3
P004246,Clothing,24.26,2.3,S0098,1,1,5,0,mid,1274,341,1.97
P004247,Health,48.58,3.28,S0353,1,2,5,0,mid,1346,148,2.95
P004248,Electronics,132.44,4.22,S0229,1,7,5,0,mid,1172,936,3.6
P004249,Clothing,44.12,3.86,S0439,1,4,4,0,mid,837,41,3.22
P004250,Toys & Games,45.73,3.7,S0356,1,5,6,1,mid,393,1,2.85
P004251,Home & Kitchen,97.42,3.65,S0136,0,6,4,1,mid,1118,36,3.41
P004252,Electronics,195.56,4.83,S0243,0,3,3,0,mid,1265,20,3.94
P004253,Clothing,27.61,3.98,S0117,0,2,5,0,mid,408,40,3.88
P004254,Books,13.67,4.04,S0451,1,7,6,1,mid,523,281,3.73
P004255,Health,55.69,3.21,S0258,1,4,5,0,mid,1548,17,3.15
P004256,Electronics,100.24,3.43,S0440,0,1,3,0,mid,1213,12,2.82
P004257,Electronics,166.25,4.16,S0256,1,6,3,0,premium,904,15,4.3
P004258,Home & Kitchen,43.63,3.88,S0252,0,6,6,0,mid,580,439,4.16
P004259,Food & Grocery,20.68,3.49,S0093,0,3,7,0,mid,419,19,3.15
P004260,Clothing,24.56,3.03,S0481,1,2,4,0,premium,402,45,2.85
P004261,Food & Grocery,7.24,3.29,S0337,1,5,7,1,premium,1598,303,2.96
P004262,Health,51.94,3.9,S0146,0,4,5,0,mid,905,73,3.81
P004263,Clothing,80.25,3.84,S0420,1,1,3,0,premium,1024,2,3.69
P004264,Toys & Games,10.92,4.24,S0117,0,0,4,0,premium,1765,18,3.28
P004265,Beauty,34.94,4.82,S0049,0,6,7,1,budget,1261,15,4.09
P004266,Books,34.48,3.73,S0336,1,6,4,0,mid,1174,4,3.47
P004267,Home & Kitchen,78.64,2.33,S0375,1,7,7,1,mid,429,18,2.33
P004268,Toys & Games,24.92,2.64,S0287,0,2,6,0,mid,652,1,2.42
P004269,Toys & Games,18.17,2.81,S0357,1,5,7,0,premium,145,48,2.02
P004270,Beauty,29.39,3.88,S0126,0,4,5,0,budget,947,33,3.66
P004271,Automotive,87.02,3.63,S0139,1,2,3,1,mid,513,14,3.81
P004272,Home & Kitchen,58.25,4.29,S0186,0,7,5,1,mid,806,3,3.17
P004273,Toys & Games,28.72,4.0,S0104,0,2,7,0,mid,780,176,3.88
P004274,Health,19.85,2.62,S0117,1,0,7,0,mid,85,16,2.91
P004275,Clothing,57.99,3.85,S0024,0,1,5,0,mid,920,123,3.75
P004276,Electronics,245.39,4.31,S0119,0,7,3,0,budget,1223,28,3.85
P004277,Home & Kitchen,62.04,2.42,S0274,0,0,4,1,budget,1452,190,2.45
P004278,Health,40.62,2.11,S0184,1,4,4,0,budget,393,66,1.87
P004279,Clothing,123.25,2.4,S0215,1,3,7,0,budget,728,37,2.32
P004280,Beauty,19.25,2.95,S0463,0,6,5,0,mid,975,12,2.68
P004281,Electronics,399.1,2.84,S0004,1,6,5,0,premium,1495,157,2.59
P004282,Home & Kitchen,35.41,3.89,S0418,1,3,7,0,budget,155,25,3.27
P004283,Sports & Outdoors,126.44,4.22,S0017,1,5,3,0,mid,903,12,3.66
P004284,Electronics,387.76,2.86,S0257,0,6,4,1,budget,1428,27,3.06
P004285,Health,31.87,2.89,S0066,0,6,6,1,mid,102,31,2.42
P004286,Electronics,501.16,1.93,S0239,1,7,4,1,budget,60,94,1.15
P004287,Health,50.35,2.47,S0448,1,5,5,0,budget,184,3,3.28
P004288,Clothing,26.58,4.02,S0016,1,3,7,0,premium,598,578,3.49
P004289,Automotive,59.92,3.45,S0254,0,4,6,0,mid,237,57,3.02
P004290,Sports & Outdoors,128.26,4.05,S0232,1,5,5,0,budget,708,32,3.52
P004291,Electronics,321.89,4.13,S0226,0,2,3,0,budget,558,56,3.72
P004292,Electronics,98.06,2.97,S0312,0,7,7,0,premium,1397,5,2.45
P004293,Electronics,170.17,3.04,S0164,1,3,3,0,mid,697,38,3.18
P004294,Sports & Outdoors,73.44,3.86,S0390,0,6,3,0,premium,1753,72,3.41
P004295,Toys & Games,23.6,3.95,S0120,1,4,4,1,mid,306,23,3.24
P004296,Home & Kitchen,226.33,3.02,S0178,1,7,4,1,mid,368,62,1.86
P004297,Home & Kitchen,63.28,3.45,S0235,0,5,6,0,mid,1449,85,3.43
P004298,Sports & Outdoors,62.63,4.88,S0460,1,5,5,0,mid,276,13,4.26
P004299,Books,36.78,2.67,S0267,1,6,7,0,premium,694,148,2.52
P004300,Beauty,22.49,4.67,S0421,0,2,3,0,budget,1130,30,3.92
P004301,Home & Kitchen,100.66,4.32,S0070,0,2,7,1,mid,1610,326,3.92
P004302,Beauty,10.29,3.63,S0042,0,6,5,0,budget,414,159,3.26
P004303,Automotive,57.13,3.51,S0251,1,3,5,1,premium,519,53,3.44
P004304,Home & Kitchen,103.21,4.83,S0452,0,5,3,0,mid,72,12,4.4
P004305,Electronics,474.6,4.41,S0118,1,4,6,0,budget,747,28,3.63
P004306,Electronics,116.32,3.71,S0112,1,0,5,0,mid,440,110,4.06
P004307,Books,10.55,4.57,S0075,1,3,6,0,mid,544,16,4.24
P004308,Home & Kitchen,77.31,3.6,S0462,0,1,7,0,premium,445,55,2.96
P004309,Food & Grocery,15.14,2.73,S0047,0,0,4,0,mid,1793,63,2.51
P004310,Sports & Outdoors,55.33,3.44,S0316,1,2,7,0,budget,1006,28,3.21
P004311,Books,30.45,3.87,S0191,1,2,5,0,mid,915,12,3.63
P004312,Toys & Games,23.09,3.75,S0206,0,5,4,0,budget,826,225,3.48
P004313,Clothing,13.84,4.78,S0356,1,2,6,0,mid,1067,58,4.38
P004314,Toys & Games,14.66,4.37,S0219,1,6,3,0,mid,620,23,4.21
P004315,Electronics,186.11,4.64,S0012,1,1,6,0,mid,296,12,4.39
P004316,Sports & Outdoors,21.25,4.27,S0282,1,6,7,1,mid,541,97,4.07
P004317,Food & Grocery,18.41,4.03,S0013,1,4,4,0,budget,597,30,3.09
P004318,Toys & Games,13.88,1.82,S0422,0,0,5,1,premium,504,107,1.12
P004319,Health,101.65,3.56,S0473,1,0,6,0,premium,289,10,2.97
P004320,Home & Kitchen,201.63,2.95,S0419,0,0,5,0,mid,1555,47,2.58
P004321,Toys & Games,16.96,4.18,S0207,0,3,7,1,mid,795,18,3.53
P004322,Books,21.0,3.55,S0208,1,2,7,0,mid,845,267,2.89
P004323,Sports & Outdoors,36.53,3.84,S0293,0,0,4,1,mid,1606,51,3.53
P004324,Electronics,153.66,4.05,S0425,0,5,4,0,budget,1543,10,3.38
P004325,Clothing,132.79,3.02,S0377,0,6,6,1,mid,466,101,2.0
P004326,Books,13.6,4.16,S0236,0,6,5,0,budget,1792,145,3.34
P004327,Electronics,155.82,3.55,S0406,1,1,4,0,mid,776,22,3.01
P004328,Beauty,15.91,4.03,S0209,0,6,7,0,premium,907,12,3.55
P004329,Health,75.59,3.17,S0385,0,3,3,0,budget,1682,2,3.12
P004330,Food & Grocery,3.11,2.59,S0122,0,1,5,0,mid,1673,124,2.46
P004331,Electronics,141.84,3.19,S0227,1,1,4,0,budget,1691,4,2.27
P004332,Food & Grocery,21.4,2.58,S0414,0,6,6,0,budget,339,31,2.76
P004333,Electronics,124.43,2.84,S0124,1,2,7,0,budget,169,4,2.5
P004334,Home & Kitchen,92.34,4.27,S0311,0,5,7,0,mid,578,287,3.86
P004335,Health,78.16,4.39,S0141,1,4,4,0,premium,532,164,3.99
P004336,Electronics,79.29,3.14,S0216,1,7,4,0,budget,1196,47,2.57
P004337,Electronics,649.66,4.49,S0163,1,5,3,0,premium,314,116,4.21
P004338,Electronics,78.76,3.77,S0332,0,6,7,1,mid,451,28,2.81
P004339,Books,39.0,3.16,S0378,0,3,4,1,budget,1442,12,3.25
P004340,Toys & Games,35.01,3.37,S0431,1,4,4,0,mid,1077,4,3.09
P004341,Electronics,136.75,4.01,S0178,0,1,4,0,mid,1436,85,3.72
P004342,Electronics,144.71,4.49,S0099,1,6,7,1,mid,1621,9,4.2
P004343,Books,17.64,3.93,S0466,1,6,7,0,mid,1687,686,3.4
P004344,Clothing,50.99,2.19,S0197,1,2,4,0,budget,1753,8,2.35
P004345,Beauty,16.12,4.1,S0327,1,1,6,0,mid,1222,111,3.47
P004346,Food & Grocery,19.12,2.17,S0191,1,6,4,0,mid,976,153,1.65
P004347,Toys & Games,20.15,2.13,S0418,1,6,5,0,premium,1166,6,1.96
P004348,Health,18.33,1.81,S0039,1,6,6,1,mid,1333,19,1.22
P004349,Books,11.02,4.24,S0020,1,0,5,0,budget,1574,25,3.65
P004350,Toys & Games,16.05,4.13,S0168,1,6,7,1,premium,1097,2162,3.8
P004351,Clothing,34.97,1.64,S0208,1,2,5,0,budget,1060,24,1.7
P004352,Electronics,239.81,4.31,S0381,1,1,6,0,budget,773,8,3.87
P004353,Sports & Outdoors,69.88,3.97,S0236,1,4,5,0,mid,1470,59,3.3
P004354,Electronics,604.84,2.22,S0127,1,6,6,0,budget,661,9,1.9
P004355,Health,10.09,4.63,S0038,0,6,7,0,mid,637,30,3.97
P004356,Beauty,37.11,3.07,S0406,0,1,7,0,mid,1117,19,2.73
P004357,Food & Grocery,22.08,4.31,S0255,1,7,4,1,mid,1149,61,3.69
P004358,Clothing,73.41,4.26,S0478,1,6,5,0,mid,641,16,3.54
P004359,Books,27.67,3.6,S0166,0,7,6,0,mid,50,14,2.91
P004360,Beauty,25.36,3.4,S0112,0,7,7,0,premium,1355,120,2.51
P004361,Clothing,49.91,2.51,S0136,1,4,3,0,mid,187,46,2.58
P004362,Books,11.52,4.7,S0205,0,0,3,0,budget,253,34,4.44
P004363,Sports & Outdoors,93.93,3.03,S0071,1,0,3,0,mid,224,3,2.36
P004364,Automotive,24.29,2.82,S0066,1,5,3,0,premium,1301,69,2.73
P004365,Beauty,44.63,4.04,S0397,0,0,4,0,mid,1361,18,3.65
P004366,Electronics,182.45,3.64,S0347,1,5,4,1,mid,934,46,2.89
P004367,Home & Kitchen,41.06,3.97,S0251,0,0,3,1,mid,193,3,3.26
P004368,Sports & Outdoors,56.54,3.65,S0242,1,6,7,1,budget,174,46,3.24
P004369,Electronics,168.15,3.6,S0249,1,2,7,0,mid,1024,41,3.46
P004370,Home & Kitchen,119.79,4.05,S0295,1,0,3,0,mid,1516,25,3.82
P004371,Clothing,313.17,3.47,S0143,0,2,4,0,budget,1282,11,2.96
P004372,Electronics,384.63,1.83,S0390,1,7,4,1,mid,1003,134,1.78
P004373,Books,12.82,4.11,S0005,1,4,7,1,mid,920,13,3.65
P004374,Electronics,269.95,1.48,S0389,0,7,3,0,mid,1330,98,1.11
P004375,Sports & Outdoors,97.36,2.42,S0397,1,2,7,0,premium,404,116,2.47
P004376,Electronics,106.19,3.69,S0258,1,5,3,0,mid,248,12,3.37
P004377,Beauty,13.14,4.05,S0148,1,1,5,0,premium,658,81,3.8
P004378,Clothing,43.32,3.58,S0442,1,3,5,0,budget,304,19,2.89
P004379,Health,61.7,3.59,S0410,1,3,4,1,budget,507,71,3.08
P004380,Electronics,70.34,3.87,S0466,1,5,3,0,mid,1585,10,3.73
P004381,Books,11.68,4.28,S0009,1,5,5,0,mid,880,28,3.77
P004382,Clothing,63.45,2.99,S0316,1,0,7,0,premium,856,36,2.62
P004383,Clothing,46.14,4.38,S0004,0,5,5,0,mid,1356,31,3.62
P004384,Home & Kitchen,128.65,3.43,S0020,1,6,7,0,budget,553,52,3.15
P004385,Health,16.29,4.37,S0032,1,3,4,0,mid,1282,12,3.61
P004386,Food & Grocery,90.23,2.79,S0388,1,0,6,0,budget,948,17,2.62
P004387,Clothing,17.88,4.27,S0364,0,3,7,1,mid,1043,77,3.55
P004388,Electronics,54.75,1.37,S0446,0,2,4,1,mid,687,20,1.17
P004389,Beauty,27.03,4.04,S0318,1,6,7,0,mid,1677,18,4.11
P004390,Sports & Outdoors,32.91,2.65,S0279,0,1,7,1,mid,1753,12,2.49
P004391,Clothing,43.97,3.58,S0091,1,2,5,0,mid,251,19,3.12
P004392,Toys & Games,30.62,4.44,S0351,1,5,5,0,premium,378,9,4.25
P004393,Books,16.01,4.64,S0456,1,7,3,0,budget,1354,79,3.96
P004394,Sports & Outdoors,39.21,3.73,S0179,1,4,3,1,budget,968,19,3.06
P004395,Home & Kitchen,71.3,4.44,S0349,1,0,7,0,budget,1394,9,3.89
P004396,Home & Kitchen,45.46,3.93,S0252,1,5,4,1,mid,618,25,3.87
P004397,Clothing,87.26,3.91,S0261,0,0,7,0,budget,1174,6,3.83
P004398,Beauty,25.13,4.81,S0400,0,0,4,1,mid,322,11,4.18
P004399,Electronics,103.71,3.82,S0146,0,5,4,0,budget,1732,168,3.35
P004400,Toys & Games,11.62,3.89,S0438,1,2,5,0,budget,1236,8,3.63
P004401,Toys & Games,28.86,3.78,S0493,0,0,4,0,budget,1171,27,4.13
P004402,Beauty,13.07,2.88,S0058,1,3,5,0,premium,272,467,2.52
P004403,Electronics,82.3,4.81,S0256,1,3,5,0,budget,1610,44,4.74
P004404,Clothing,61.75,2.71,S0009,0,4,7,0,budget,515,17,2.51
P004405,Home & Kitchen,18.93,3.93,S0170,1,7,7,0,budget,246,3,3.79
P004406,Sports & Outdoors,151.67,3.56,S0187,0,0,6,1,premium,892,40,3.51
P004407,Food & Grocery,24.21,4.48,S0332,1,5,7,0,mid,1741,13,4.08
P004408,Home & Kitchen,53.57,3.99,S0196,1,5,4,0,premium,780,64,3.58
P004409,Health,20.42,4.34,S0182,1,7,6,1,budget,43,14,3.84
P004410,Electronics,292.65,2.81,S0387,0,3,5,0,budget,1641,46,2.63
P004411,Home & Kitchen,54.9,4.25,S0380,1,1,5,0,mid,1187,187,4.18
P004412,Electronics,122.57,3.58,S0005,0,7,6,0,mid,1182,74,3.62
P004413,Beauty,31.57,2.72,S0169,1,0,4,1,premium,1015,6,2.81
P004414,Electronics,67.4,3.8,S0383,0,3,4,0,budget,152,36,3.28
P004415,Clothing,16.87,4.48,S0052,0,5,5,0,premium,1268,105,3.86
P004416,Toys & Games,16.34,4.33,S0269,0,0,3,0,mid,283,5,3.65
P004417,Books,22.2,3.23,S0247,1,2,5,0,mid,397,250,2.95
P004418,Electronics,184.64,4.06,S0349,1,0,6,0,premium,1067,39,3.93
P004419,Electronics,347.15,3.3,S0339,1,6,3,0,mid,946,66,2.8
P004420,Books,10.36,3.83,S0255,1,2,5,1,mid,429,21,3.39
P004421,Clothing,63.53,2.45,S0207,0,4,4,1,mid,147,35,2.4
P004422,Clothing,42.03,1.72,S0396,1,1,3,0,budget,376,11,1.45
P004423,Sports & Outdoors,36.91,3.65,S0192,0,5,3,1,budget,108,211,3.23
P004424,Clothing,56.7,4.33,S0219,1,6,5,0,premium,1777,284,4.23
P004425,Sports & Outdoors,62.48,2.2,S0210,0,0,5,0,premium,168,435,1.99
P004426,Home & Kitchen,37.71,3.61,S0173,0,5,5,0,premium,1285,3,3.03
P004427,Clothing,46.15,4.0,S0315,0,5,3,0,mid,694,49,3.63
P004428,Electronics,171.17,3.55,S0319,1,0,3,0,mid,565,55,3.33
P004429,Clothing,41.04,4.64,S0450,0,2,3,0,budget,35,14,4.93
P004430,Electronics,144.43,2.96,S0223,1,6,6,0,mid,79,51,3.12
P004431,Clothing,20.57,4.36,S0381,1,3,6,1,mid,1794,5,4.88
P004432,Health,39.74,3.0,S0152,0,0,5,0,mid,1437,193,2.38
P004433,Toys & Games,19.77,3.9,S0482,1,5,3,0,mid,528,5,3.93
P004434,Home & Kitchen,29.82,4.12,S0457,0,6,3,0,budget,1051,44,4.17
P004435,Books,15.58,3.29,S0296,1,3,4,0,mid,1617,85,2.97
P004436,Books,27.96,1.03,S0362,1,0,7,0,mid,581,16,1.0
P004437,Toys & Games,35.77,4.14,S0290,0,1,3,0,premium,1731,171,3.95
P004438,Clothing,32.72,3.04,S0099,1,3,5,0,mid,963,3,2.64
P004439,Clothing,31.94,3.23,S0471,0,3,5,0,mid,835,31,2.56
P004440,Clothing,65.9,2.89,S0371,0,6,7,0,mid,1616,4,2.18
P004441,Electronics,43.92,4.67,S0210,1,5,4,0,budget,839,13,3.75
P004442,Clothing,72.61,3.84,S0127,1,2,4,1,budget,142,18,3.53
P004443,Health,12.34,4.04,S0335,1,5,6,0,premium,292,17,3.84
P004444,Food & Grocery,9.41,3.81,S0216,1,0,5,0,budget,1325,152,3.14
P004445,Electronics,135.88,2.88,S0415,0,1,3,0,mid,1147,8,2.74
P004446,Home & Kitchen,202.23,3.59,S0109,0,6,6,0,mid,1557,5,3.37
P004447,Home & Kitchen,150.47,3.48,S0261,1,7,7,0,premium,378,19,3.24
P004448,Books,27.5,4.4,S0057,1,5,7,0,mid,951,37,4.16
P004449,Books,22.29,4.2,S0357,1,3,3,0,mid,693,60,3.84
P004450,Electronics,60.52,4.27,S0200,1,7,6,1,mid,1730,132,4.24
P004451,Health,41.75,4.7,S0097,1,2,6,1,budget,1445,2,4.42
P004452,Automotive,53.94,4.11,S0278,0,5,6,0,mid,440,251,3.32
P004453,Sports & Outdoors,39.82,2.46,S0286,1,5,5,0,budget,1345,12,2.77
P004454,Sports & Outdoors,71.33,3.56,S0152,0,0,6,0,mid,1306,23,2.92
P004455,Books,13.57,2.71,S0470,1,7,5,1,budget,720,34,2.43
P004456,Clothing,75.81,2.75,S0038,0,5,3,0,premium,782,2,3.24
P004457,Electronics,57.9,3.9,S0167,0,1,3,1,budget,449,19,3.66
P004458,Sports & Outdoors,67.99,2.81,S0125,0,6,6,0,budget,700,108,2.28
P004459,Electronics,109.17,4.8,S0463,1,3,5,1,mid,209,70,4.42
P004460,Toys & Games,25.03,2.05,S0123,1,0,5,1,budget,1156,18,2.0
P004461,Home & Kitchen,66.03,2.22,S0111,1,5,7,0,budget,918,42,2.06
P004462,Home & Kitchen,28.13,2.72,S0296,1,1,4,1,premium,1108,57,2.3
P004463,Clothing,49.66,4.65,S0131,0,4,7,0,budget,1733,24,3.8
P004464,Automotive,66.03,3.16,S0142,0,5,4,0,mid,679,59,2.49
P004465,Electronics,124.46,3.69,S0123,0,1,5,0,mid,254,12,3.09
P004466,Electronics,139.49,3.78,S0267,1,6,4,1,budget,694,10,3.79
P004467,Electronics,168.62,3.38,S0375,1,3,6,0,budget,653,23,2.68
P004468,Sports & Outdoors,41.0,2.49,S0236,0,2,3,1,mid,879,1,2.29
P004469,Automotive,75.32,2.07,S0445,1,0,4,0,premium,1524,76,2.28
P004470,Clothing,38.08,4.3,S0134,1,5,4,0,mid,1787,36,4.07
P004471,Health,26.33,4.67,S0423,1,1,6,0,budget,1149,25,4.63
P004472,Clothing,116.81,3.85,S0371,0,1,3,0,budget,1443,86,3.29
P004473,Sports & Outdoors,83.39,2.92,S0037,1,2,6,0,mid,539,52,2.82
P004474,Electronics,147.04,1.0,S0334,0,3,6,0,mid,678,118,1.25
